,id,check-in,check-out,titulo,titulo_2,atributo_1,atributo_2,atributo_3,atributo_4,atributo_5,atributo_6,atributo_7,atributo_8,avaliação,comentários,preço,preço_total,superhost
125,28608724,2021-03-26,2021-03-28,Casa inteira em Peruíbe,"Raridade! Moderna! Wi-Fi
 150m da praia. No Oásis.",12 hóspedes,5 quartos,11 camas,3 banheiros e meio,Wi-Fi,Self check-In,Vista para o mar,Cozinha,4.88,32,699,1.598,Raridade
127,45067470,2021-03-26,2021-03-28,Quarto inteiro em Parque Balneario Oasis,Pousada Suíte p/3 c/Ar Cond e Piscina -100m do mar,3 hóspedes,1 quarto,2 camas,1 banheiros privado,Wi-Fi,Ar-condicionado,Estacionamento gratuito,Piscina,4.88,16,145,340,Raridade
128,20194437,2021-03-05,2021-03-07,Casa inteira em Vila Romar,Cantinho de Deus,5 hóspedes,1 quarto,4 camas,1 banheiro,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,5.0,15,350,799,Novo preço mais baixo
129,37388010,2021-03-05,2021-03-07,Casa inteira em Bal Tres Marias,"Casa aconchegante, Piscina, Churrasq. em Peruíbe",10 hóspedes,3 quartos,7 camas,2 banheiros e meio,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.93,31,575,1.284,Raridade
130,42004628,2021-03-12,2021-03-14,Casa inteira em Boungaiville,"Casa em Cond.Fechado em Peruibe, 4 suites, piscina",8 hóspedes,4 quartos,11 camas,4 banheiros e meio,Wi-Fi,Jacuzzi,Máquina de Lavar,Cozinha,5.0,22,629,1.477,Raridade
131,41062060,2021-03-12,2021-03-14,Casa inteira em Vila Peruibe,Condomínio Bonganville 3,10 hóspedes,3 quartos,7 camas,2 banheiros,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.53,30,457,913,Raridade
132,20194437,2021-03-19,2021-03-21,Casa inteira em Vila Romar,Cantinho de Deus,5 hóspedes,1 quarto,4 camas,1 banheiro,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,5.0,15,350,799,Novo preço mais baixo
143,46937984,2021-03-12,2021-03-14,Casa inteira em Residencial Park D'Aville,Casa com piscina em Peruibe !,15 hóspedes,2 quartos,4 camas,1 banheiro,Piscina,Wi-Fi,Estacionamento gratuito,Cozinha,4.67,3,767,1.683,Novo preço mais baixo
145,45590553,2021-03-05,2021-03-07,Casa inteira em Vila Romar,Casa de praia com piscina 15 pessoas em Peruíbe SP,15 hóspedes,5 quartos,8 camas,5 banheiros,Piscina,Cozinha,Estacionamento gratuito,Permitido animais,4.67,3,913,1.826,Novo preço mais baixo
148,45590553,2021-03-19,2021-03-21,Casa inteira em Vila Romar,Casa de praia com piscina 15 pessoas em Peruíbe SP,15 hóspedes,5 quartos,8 camas,5 banheiros,Piscina,Cozinha,Estacionamento gratuito,Permitido animais,4.67,3,913,1.826,Novo preço mais baixo
149,39549389,2021-03-05,2021-03-07,Casa inteira em Baougainville Residencial,CASA COND FECH 4 SUITES PISCINA E LASER - PERUÍBE,8 hóspedes,4 quartos,6 camas,5 banheiros e meio,Piscina,Wi-Fi,Estacionamento gratuito,Cozinha,5.0,6,807,1.883,Raridade
151,46433010,2021-03-19,2021-03-21,Suíte de visitas inteira em Jardim Maramba,SUÍTE COM VARANDA E TERRAÇO VISTA MAR,3 hóspedes,1 quarto,2 camas,1 banheiro e meio,Wi-Fi,Estacionamento gratuito,Permitido animais,Café da Manhã,4.95,20,105,240,Raridade
153,30973729,2021-03-19,2021-03-21,Casa de hóspedes inteira em Jardim Peruibe,Edícula na Praia de Peruíbe/SP.,3 hóspedes,1 quarto,1 cama,1 banheiro,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.78,90,108,285,Raridade
156,41132118,2021-03-19,2021-03-21,Quarto inteiro em Parque Balneario Oasis,Pousada Suíte p/3 c/Ar Cond e Piscina -100m do mar,3 hóspedes,1 quarto,2 camas,1 banheiros privado,Wi-Fi,Ar-condicionado,Piscina,Estacionamento gratuito,4.75,24,145,340,Raridade
158,45591346,2021-03-05,2021-03-07,Casa inteira em Estância Bal Maria H Novaes,"Piscina, Diversão, Sossego e Segurança!",6 hóspedes,3 quartos,4 camas,3 banheiros,Wi-Fi,Máquina de Lavar,Cozinha,Estacionamento gratuito,4.89,9,559,1.267,Raridade
159,26779107,2021-03-19,2021-03-21,Casa inteira em Estância Bal Maria H Novaes,Casa aconchegante em Peruíbe! 20 mts da Praia!,10 hóspedes,3 quartos,9 camas,2 banheiros,Piscina,Wi-Fi,Estacionamento gratuito,Cozinha,4.84,43,360,970,Novo preço mais baixo
160,45591346,2021-03-26,2021-03-28,Casa inteira em Estância Bal Maria H Novaes,"Piscina, Diversão, Sossego e Segurança!",6 hóspedes,3 quartos,4 camas,3 banheiros,Piscina,Wi-Fi,Estacionamento gratuito,Cozinha,4.89,9,559,1.267,Raridade
165,41062060,2021-03-05,2021-03-07,Casa inteira em Vila Peruibe,Condomínio Bonganville 3,10 hóspedes,3 quartos,7 camas,2 banheiros,Piscina,Wi-Fi,Estacionamento gratuito,Cozinha,4.53,30,457,913,Raridade
168,47157768,2021-03-05,2021-03-07,Casa inteira em Centro,"Casa de praia • Centro, Peruíbe.",8 hóspedes,2 quartos,6 camas,1 banheiro,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.33,3,274,548,Novo preço mais baixo
169,31913930,2021-03-12,2021-03-14,Casa inteira em Bal Tres Marias,Casa com piscina para curtir com a família-Peruíbe,10 hóspedes,2 quartos,4 camas,3 banheiros,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,4.82,34,581,1.312,Raridade
170,37388010,2021-03-26,2021-03-28,Casa inteira em Bal Tres Marias,"Casa aconchegante, Piscina, Churrasq. em Peruíbe",10 hóspedes,3 quartos,7 camas,2 banheiros e meio,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.93,31,575,1.284,Raridade
171,31913930,2021-03-26,2021-03-28,Casa inteira em Bal Tres Marias,Casa com piscina para curtir com a família-Peruíbe,10 hóspedes,2 quartos,4 camas,3 banheiros,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,4.82,34,581,1.312,Raridade
172,16911421,2021-03-26,2021-03-28,Casa inteira em Peruíbe,Sobrado de frente para o mar! Peruíbe-SP.,9 hóspedes,4 quartos,7 camas,6 banheiros e meio,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,4.88,8,705,1.700,Raridade
