,id,check-in,check-out,titulo,titulo_2,atributo_1,atributo_2,atributo_3,atributo_4,atributo_5,atributo_6,atributo_7,atributo_8,avaliação,comentários,preço,preço_total,superhost
706,40945881,2021-04-16,2021-04-18,Loft inteiro em Guarujá,"Guarujá, praia 1 quadra, Wi-Fi, ar Split - 1002",4 hóspedes,1 quarto,4 camas,1 banheiro,Ar-condicionado,Wi-Fi,Self check-In,Elevador,4.83,41,187,434,Raridade
707,30497949,2021-04-09,2021-04-11,Apartamento inteiro em Aviação,Aviação apartamento com vista e excelente ambiente,6 hóspedes,2 quartos,2 camas,1 banheiro,Wi-Fi,Elevador,Estacionamento gratuito,Permitido animais,4.89,62,145,439,Raridade
709,31567025,2021-04-09,2021-04-11,Condomínio inteiro em Praia Grande,Apartamento inteiro em frente ao mar -Praia Grande,6 hóspedes,1 quarto,4 camas,1 banheiro,Wi-Fi,Self check-In,Vista para as águas,Estacionamento gratuito,4.90,42,171,342,Raridade
712,45380521,2021-04-16,2021-04-18,Apartamento inteiro em José Menino,Apartamento com Wi-Fi em frente ao mar,4 hóspedes,1 quarto,2 camas,1 banheiro,Ar-condicionado,Wi-Fi,Estacionamento gratuito,Vista para o mar,4.85,13,176,411,Raridade
713,30950052,2021-04-16,2021-04-18,Apartamento inteiro em São vicente,"Feito c/carinho,simplicidade p/o que vale na vida",4 hóspedes,Estúdio,2 camas,1 banheiro,Wi-Fi,Self check-In,Vista para as águas,Elevador,4.97,37,181,502,Raridade
714,6343966,2021-04-16,2021-04-18,Apartamento inteiro em Santos,"Apto com ótima localização,canal 3 Boqueirão",10 hóspedes,3 quartos,4 camas,1 banheiro e meio,Self check-In,Elevador,Estacionamento gratuito,Permitido animais,4.57,30,127,434,Raridade
716,46115874,2021-04-16,2021-04-18,Flat inteiro em Boqueirão,"#flat85 - WiFi, Piscina, Churrasqueira e Garagem",2 hóspedes,1 quarto,1 cama,1 banheiro,Wi-Fi,Self check-In,Piscina,Estacionamento gratuito,4.93,15,211,502,Raridade
717,42539013,2021-04-02,2021-04-04,Condomínio inteiro em Cidade Ocian,Apto 01 dorm na Praia Grande c/ wi-fi,6 hóspedes,1 quarto,3 camas,1 banheiro,Cozinha,Estacionamento gratuito,Permitido animais,Elevador,4.89,28,139,302,Raridade
720,40308775,2021-04-02,2021-04-04,Apartamento inteiro em Santos,"Apto vista mar, melhor região de Santos/Shopping",4 hóspedes,1 quarto,3 camas,1 banheiro,Cozinha,Permitido animais,Elevador,Máquina de Lavar,4.81,26,209,468,Raridade
722,44360124,2021-04-09,2021-04-11,Apartamento inteiro em Boa Vista,Apartamento Boa Vista,2 hóspedes,1 quarto,1 cama,1 banheiro,Wi-Fi,Cozinha,Estacionamento gratuito,Máquina de Lavar,4.95,19,164,377,Raridade
