,Mes,Número Banheiros,Número Camas,Número Comentários,Número Hóspedes,Taxa,Semana_do_ano,Jacuzzi,Academia,Secadora,Localização,Piscina,Permitido animais,Preço/Noite
1943,2,1,4,14,4,44.5,7,0,0,0,0.026847232121644096,0,1,177.0
1944,2,1,4,35,6,42.5,7,0,0,0,0.0002375861249703017,0,1,302.0
1945,3,1,1,245,2,42.5,12,0,1,0,0.00047517224994060353,0,0,161.0
1946,3,1,2,49,4,0.0,10,0,0,0,0.08885721073889286,1,0,294.0
1947,3,1,1,3,2,29.5,10,0,0,0,0.01805654549774293,1,0,158.0
1948,1,1,2,27,4,0.0,4,0,0,0,0.08885721073889286,0,0,228.0
1949,3,1,2,177,4,25.0,11,0,0,0,0.08885721073889286,0,0,106.0
1950,2,2,1,4,6,25.0,7,0,1,0,0.0019006889997624141,1,0,304.0
1951,2,1,5,24,5,49.5,7,0,0,0,0.02946067949631741,1,0,213.0
1952,3,1,3,16,4,49.5,10,0,0,0,0.0014255167498218105,0,0,206.0
1953,4,1,1,8,3,70.0,15,0,0,0,0.015205511998099313,1,0,238.0
1954,3,1,2,62,6,75.0,10,0,0,0,0.015443098123069612,0,0,136.0
1955,4,2,4,4,8,75.0,17,0,0,0,0.057020669992872426,0,1,222.0
1956,2,2,3,3,6,75.0,8,0,1,0,0.0009503444998812071,0,0,400.0
1957,2,2,4,11,9,75.0,7,0,0,0,0.00688999762413875,1,0,243.0
1958,3,1,3,18,4,60.0,10,0,0,0,0.02946067949631741,1,0,230.0
1959,2,1,1,123,2,42.5,7,0,1,0,0.004514136374435733,1,0,94.0
1960,3,1,4,12,2,39.5,10,0,0,0,0.029698265621287717,0,0,150.0
1961,2,2,6,3,8,49.5,8,0,0,0,0.00047517224994060353,0,0,245.0
1962,3,1,1,79,6,0.0,10,0,0,0,0.05203136136849608,0,0,137.0
1963,3,1,1,168,4,0.0,11,0,0,0,0.057020669992872426,1,0,246.0
1964,4,1,1,15,2,39.5,13,0,0,0,0.026847232121644096,1,0,232.0
1965,3,3,4,9,6,74.5,10,0,0,0,0.004989308624376337,1,0,559.0
1966,2,1,6,3,8,0.0,8,0,0,0,0.0030886196246139226,0,1,274.0
1967,3,1,2,26,4,65.0,11,0,0,1,0.08885721073889286,0,0,383.0
1968,3,1,0,79,6,0.0,10,0,0,0,0.05203136136849608,0,0,137.0
1969,3,2,3,54,4,40.0,12,0,0,0,0.004989308624376337,1,0,348.0
1970,3,2,9,7,12,50.0,12,0,0,1,0.009028272748871463,1,0,338.0
1971,2,1,2,9,3,50.0,7,0,0,0,0.004276550249465432,0,0,240.0
1972,4,1,3,28,2,39.5,16,0,0,0,0.05203136136849608,1,0,86.0
1973,1,1,4,104,3,47.5,4,0,0,0,0.08885721073889286,0,0,154.0
1974,4,1,2,4,4,47.5,17,0,0,0,0.057020669992872426,0,0,298.0
1975,2,3,8,3,16,100.0,7,0,0,0,0.004989308624376337,1,0,870.0
1976,3,1,2,18,6,44.5,10,0,0,0,0.011879306248515086,0,0,292.0
1977,2,1,1,3,2,29.5,7,0,0,0,0.01805654549774293,1,0,158.0
1978,3,1,6,6,6,49.5,9,0,0,0,0.026847232121644096,1,0,136.0
1979,2,1,10,9,6,49.5,8,0,0,0,0.03183654074602043,0,1,158.0
1980,2,1,2,4,5,69.5,6,0,0,0,0.00688999762413875,0,0,324.0
1981,3,1,1,90,3,34.5,10,0,0,0,0.0016631028747921119,0,0,108.0
1982,3,1,4,107,3,47.0,11,0,0,0,0.08885721073889286,0,0,150.0
1983,2,1,3,20,5,93.5,6,0,0,0,0.04276550249465432,0,0,407.0
1984,3,1,2,14,4,50.0,12,0,0,1,0.014492753623188406,0,1,89.0
1985,3,1,5,8,6,50.0,10,0,0,0,0.0016631028747921119,0,0,343.0
1986,3,2,5,22,6,0.0,12,0,0,0,0.04276550249465432,1,0,323.0
1987,2,1,2,29,4,60.0,8,0,0,0,0.08885721073889286,0,0,255.0
1988,3,1,5,16,6,49.5,9,0,0,0,0.04276550249465432,0,0,233.0
1989,1,1,1,108,3,49.5,4,0,0,0,0.08885721073889286,0,0,190.0
1990,2,2,2,8,4,94.5,6,0,0,0,0.06319790924210028,0,0,336.0
1991,3,1,2,58,6,50.0,10,0,0,0,0.03183654074602043,0,0,178.0
1992,2,2,2,14,4,59.5,7,0,1,0,0.06319790924210028,1,0,198.0
1993,2,1,2,125,5,99.5,6,0,0,0,0.06319790924210028,1,0,742.0
1994,2,1,2,6,4,54.5,6,0,0,0,0.015205511998099313,0,0,225.0
1995,4,1,3,58,4,34.5,13,0,0,0,0.04276550249465432,0,0,203.0
1996,2,1,2,20,4,24.5,7,0,0,0,0.002851033499643621,0,1,118.0
1997,2,2,4,9,4,35.0,7,0,0,0,0.0040389641244951285,1,0,290.0
1998,4,1,1,25,5,35.0,17,0,0,0,0.033499643620812536,0,1,196.0
1999,1,1,1,18,4,65.0,4,1,0,0,0.06319790924210028,0,0,333.0
2000,3,6,7,8,9,145.0,12,0,0,0,0.00974103112378237,1,0,705.0
2001,3,1,2,29,3,25.0,11,0,0,0,0.00546448087431694,1,0,162.0
2002,1,2,5,20,8,100.0,4,0,0,0,0.018294131622713237,0,0,300.0
2003,3,1,3,40,4,100.0,9,0,0,0,0.002613447374673319,0,0,216.0
2004,4,1,2,97,4,64.5,14,0,0,0,0.01235447849845569,0,0,295.0
2005,4,1,2,233,3,64.5,13,0,0,0,0.08885721073889286,0,0,149.0
2006,3,1,4,38,2,50.0,12,0,0,0,0.018294131622713237,0,0,110.0
2007,1,1,4,104,3,47.5,4,0,0,0,0.08885721073889286,0,0,154.0
2008,3,3,9,8,10,99.5,12,0,0,0,0.0033262057495842237,1,0,414.0
2009,2,1,5,71,8,55.0,7,0,0,0,0.08885721073889286,0,0,173.0
2010,2,1,2,22,4,65.0,7,1,1,0,0.06319790924210028,0,0,288.0
2011,2,1,2,15,9,0.0,7,0,0,0,0.01069137562366358,0,1,184.0
2012,3,1,1,9,2,74.5,9,0,1,1,0.0033262057495842237,0,0,129.0
2013,2,1,2,35,3,25.0,7,0,0,0,0.01805654549774293,1,0,145.0
2014,3,1,2,173,3,32.0,9,0,0,1,0.002613447374673319,0,0,139.0
2015,3,2,4,34,6,67.0,10,0,0,0,0.0011879306248515089,0,1,237.0
2016,3,1,8,5,6,64.5,9,0,0,0,0.01876930387265384,0,0,181.0
2017,2,2,5,19,6,64.5,7,0,0,0,0.0040389641244951285,0,1,218.0
2018,3,2,2,13,4,0.0,10,0,0,1,0.057020669992872426,0,0,279.0
2019,3,1,1,3,2,0.0,11,0,0,0,0.0030886196246139226,0,0,166.0
2020,3,1,3,80,5,49.5,12,0,0,0,0.04276550249465432,0,1,228.0
2021,3,2,5,11,6,67.5,9,0,0,0,0.0019006889997624141,0,1,192.0
2022,4,1,2,8,4,60.0,14,0,0,0,0.01235447849845569,0,0,111.0
2023,3,1,1,7,2,29.5,10,0,0,0,0.01805654549774293,1,0,135.0
2024,3,2,4,58,6,45.0,10,0,0,0,0.04276550249465432,0,0,223.0
2025,2,1,1,112,2,32.5,8,0,0,1,0.010453789498693276,0,0,130.0
2026,3,2,4,27,6,0.0,9,0,0,0,0.015443098123069612,0,0,257.0
2027,2,2,4,5,8,60.0,8,0,0,0,0.009028272748871463,1,0,464.0
2028,2,1,1,24,4,65.0,7,0,0,0,0.06319790924210028,0,0,344.0
2029,1,1,0,87,4,0.0,4,0,0,0,0.0076027559990496565,0,0,331.0
2030,4,1,2,70,6,70.0,13,0,0,0,0.033499643620812536,0,0,131.0
2031,3,2,5,179,8,59.5,10,0,0,0,0.02946067949631741,0,0,237.0
2032,3,1,2,43,4,0.0,12,0,0,0,0.01876930387265384,0,0,160.0
2033,3,1,4,41,4,30.0,11,0,0,0,0.04276550249465432,0,0,198.0
2034,3,1,5,35,6,75.0,11,0,0,0,0.0011879306248515089,0,0,376.0
2035,2,2,3,27,4,149.5,8,0,0,1,0.02946067949631741,0,0,427.0
2036,2,3,5,13,7,59.5,6,0,0,0,0.026847232121644096,0,0,340.0
2037,1,1,2,47,4,40.0,4,0,0,0,0.08885721073889286,1,0,436.0
2038,1,2,4,5,5,64.5,4,0,0,0,0.06319790924210028,1,0,475.0
2039,2,1,1,167,2,80.5,6,0,0,0,0.08885721073889286,0,0,238.0
2040,2,1,3,32,4,0.0,7,0,0,0,0.08885721073889286,0,0,171.0
2041,2,2,9,3,6,0.0,8,0,0,0,0.0016631028747921119,0,0,183.0
2042,4,1,3,74,5,0.0,14,0,0,0,0.01235447849845569,0,0,126.0
2043,2,1,1,65,2,0.0,7,0,0,0,0.029698265621287717,0,1,175.0
2044,3,1,1,19,3,0.0,9,0,0,0,0.033499643620812536,0,0,149.0
2045,2,1,1,191,2,42.5,7,0,1,0,0.05203136136849608,1,0,99.0
2046,3,1,2,23,4,55.0,10,0,0,0,0.02066999287241625,0,0,236.0
2047,3,1,2,64,6,37.0,10,0,0,0,0.02257068187217866,0,1,176.0
2048,3,1,3,46,6,37.0,12,0,0,0,0.02257068187217866,0,1,206.0
2049,3,1,4,5,5,0.0,9,0,0,0,0.0047517224994060355,0,0,160.0
2050,3,1,2,26,2,49.5,10,0,0,0,0.06319790924210028,0,0,156.0
2051,3,1,1,18,3,49.5,12,0,0,0,0.033499643620812536,1,0,149.0
2052,2,1,4,15,5,49.5,7,0,0,0,0.00546448087431694,1,0,350.0
2053,3,3,7,8,10,49.5,12,0,0,0,0.0011879306248515089,1,0,464.0
2054,3,1,1,25,4,0.0,12,0,0,0,0.06319790924210028,0,0,171.0
2055,3,1,2,32,2,0.0,10,0,1,0,0.0009503444998812071,1,0,109.0
2056,2,2,2,32,4,75.0,8,0,0,0,0.0137799952482775,0,0,296.0
2057,3,2,15,47,5,0.0,10,0,0,0,0.00546448087431694,0,0,234.0
2058,2,1,2,38,4,42.5,7,0,0,0,0.03183654074602043,0,0,223.0
2059,3,2,4,67,6,29.5,9,0,0,0,0.02946067949631741,0,0,256.0
2060,4,2,2,137,4,45.0,13,1,0,0,0.08885721073889286,0,0,164.0
2061,3,1,2,9,4,39.5,9,0,0,0,0.057020669992872426,1,0,263.0
2062,3,1,2,100,4,70.0,10,0,0,0,0.08885721073889286,0,0,158.0
2063,2,1,3,5,4,0.0,6,0,0,0,0.02257068187217866,0,0,203.0
2064,2,2,12,11,6,49.5,7,0,0,0,0.0137799952482775,0,0,464.0
2065,3,1,2,15,9,49.5,12,0,0,0,0.01069137562366358,0,0,185.0
2066,3,3,7,24,6,60.0,10,0,0,0,0.03183654074602043,0,0,248.0
2067,3,3,3,16,6,75.0,10,0,0,0,0.002613447374673319,0,0,298.0
2068,2,1,2,4,3,39.5,6,0,0,0,0.014492753623188406,0,0,163.0
2069,3,1,6,30,8,74.5,10,0,0,0,0.009028272748871463,1,0,242.0
2070,2,1,1,85,4,59.5,8,0,0,0,0.06319790924210028,0,0,180.0
2071,2,1,3,7,6,0.0,7,0,0,0,0.0035637918745545258,0,0,354.0
2072,2,1,3,54,4,40.0,7,0,0,0,0.0137799952482775,0,0,188.0
2073,4,1,1,167,2,80.5,13,0,0,0,0.08885721073889286,0,0,183.0
2074,2,1,1,74,2,42.5,7,0,1,0,0.05203136136849608,0,0,99.0
2075,4,1,1,19,3,42.5,15,0,0,0,0.057020669992872426,0,0,271.0
2076,2,1,3,38,7,0.0,6,0,0,0,0.015443098123069612,0,1,217.0
2077,3,2,4,27,6,0.0,9,0,0,0,0.015443098123069612,0,0,257.0
2078,2,2,7,30,10,0.0,7,0,0,0,0.0040389641244951285,1,0,457.0
2079,3,1,3,35,6,44.5,11,0,0,0,0.006177239249227845,0,0,161.0
2080,3,1,2,50,4,44.5,9,0,1,0,0.08885721073889286,0,0,300.0
2081,3,1,2,71,6,30.0,11,0,0,0,0.05203136136849608,1,0,187.0
2082,3,1,6,6,6,49.5,12,0,0,0,0.026847232121644096,1,0,136.0
2083,3,1,2,14,4,49.5,11,0,0,0,0.02066999287241625,0,0,127.0
2084,3,1,3,8,6,39.5,10,0,0,0,0.0035637918745545258,0,0,149.0
2085,2,1,3,32,4,0.0,8,0,0,0,0.08885721073889286,0,0,171.0
2086,4,1,3,5,2,12.0,14,0,0,0,0.029698265621287717,0,0,128.0
2087,2,1,2,38,4,42.5,7,0,0,0,0.03183654074602043,0,0,223.0
2088,3,1,2,63,6,75.0,11,0,0,0,0.015443098123069612,0,1,136.0
2089,2,1,4,3,15,74.0,7,0,0,0,0.0030886196246139226,1,0,1022.0
2090,2,1,2,42,4,74.0,8,0,0,0,0.01876930387265384,0,0,149.0
2091,2,2,8,7,8,40.0,6,0,0,0,0.00047517224994060353,0,1,291.0
2092,3,1,6,128,4,46.0,9,0,0,0,0.02946067949631741,0,1,187.0
2093,2,2,4,8,6,46.0,6,0,0,0,0.04276550249465432,0,0,514.0
2094,1,2,4,13,5,75.0,4,1,0,0,0.06319790924210028,0,0,559.0
2095,3,2,4,7,6,39.5,11,0,0,0,0.014492753623188406,0,1,223.0
2096,4,1,1,24,4,39.5,16,0,0,0,0.06319790924210028,0,0,286.0
2097,2,1,2,38,4,42.5,8,0,0,0,0.03183654074602043,0,0,223.0
2098,3,1,1,12,2,49.5,9,0,0,0,0.02066999287241625,0,0,293.0
2099,4,1,2,45,3,49.5,13,0,0,0,0.015443098123069612,0,0,149.0
2100,3,1,3,30,6,14.5,12,0,0,0,0.01876930387265384,0,0,151.0
2101,3,1,2,67,4,14.5,11,0,0,0,0.0066524114991684475,1,0,377.0
2102,4,1,2,23,4,75.0,16,0,0,0,0.057020669992872426,0,0,216.0
2103,2,1,4,34,4,75.0,7,0,0,0,0.02257068187217866,1,0,184.0
2104,4,1,1,4,5,75.0,17,0,0,0,0.0076027559990496565,0,0,105.0
2105,3,1,2,26,4,65.0,11,0,0,0,0.08885721073889286,1,0,383.0
2106,4,1,1,4,5,65.0,17,0,0,0,0.0076027559990496565,0,0,105.0
2107,3,1,4,5,5,0.0,10,0,0,0,0.0047517224994060355,0,1,160.0
2108,2,1,6,16,5,38.5,6,0,0,0,0.0002375861249703017,0,0,200.0
2109,2,2,6,58,8,74.5,6,0,0,0,0.026847232121644096,0,0,382.0
2110,2,1,3,13,5,74.5,7,0,0,0,0.0040389641244951285,0,1,400.0
2111,4,1,1,46,2,74.5,15,0,0,0,0.057020669992872426,1,0,206.0
2112,3,1,3,20,4,60.0,10,0,0,0,0.007840342124019958,1,0,214.0
2113,1,1,3,11,3,40.0,4,0,0,0,0.06319790924210028,0,1,120.0
2114,2,3,6,24,10,45.0,8,0,0,0,0.0023758612497030173,0,0,326.0
2115,3,1,2,8,4,67.0,10,0,0,0,0.06319790924210028,0,0,187.0
2116,2,1,1,109,3,40.0,6,0,0,0,0.08885721073889286,0,0,177.0
2117,3,1,2,41,4,90.0,12,0,0,0,0.033499643620812536,0,0,259.0
2118,4,1,2,7,4,75.0,13,0,0,0,0.057020669992872426,0,1,147.0
2119,2,2,3,46,5,0.0,7,0,0,0,0.007840342124019958,1,0,365.0
2120,4,2,4,40,6,40.0,14,0,0,0,0.026847232121644096,0,1,210.0
2121,2,1,1,72,3,74.5,7,0,0,0,0.010453789498693276,1,0,171.0
2122,2,2,7,6,8,74.5,6,0,0,0,0.03183654074602043,0,0,319.0
2123,4,2,2,13,4,74.5,16,0,0,1,0.057020669992872426,0,0,256.0
2124,3,1,1,104,4,24.5,12,0,0,0,0.02066999287241625,0,0,164.0
2125,3,2,3,27,5,24.5,12,0,0,0,0.05203136136849608,1,0,434.0
2126,2,1,3,8,6,75.0,7,0,0,0,0.0066524114991684475,1,0,467.0
2127,3,1,2,49,4,75.0,9,0,0,1,0.08885721073889286,0,0,300.0
2128,2,3,12,3,15,74.0,8,0,0,0,0.0019006889997624141,0,1,295.0
2129,3,2,5,179,8,59.5,10,0,0,0,0.02946067949631741,0,0,237.0
2130,3,1,4,40,2,49.5,11,0,0,0,0.018294131622713237,0,0,116.0
2131,2,1,4,10,5,45.0,6,0,0,0,0.08885721073889286,0,1,171.0
2132,1,2,3,58,4,74.5,4,0,0,0,0.08885721073889286,1,0,553.0
2133,3,1,2,18,4,64.5,12,0,0,0,0.08885721073889286,0,0,356.0
2134,2,1,3,3,4,60.0,6,0,0,0,0.0071275837491090515,1,0,328.0
2135,2,2,4,55,6,55.0,8,0,0,0,0.04276550249465432,0,0,279.0
2136,2,5,6,6,8,135.0,8,0,0,0,0.0030886196246139226,1,0,989.0
2137,3,1,6,39,6,135.0,11,0,0,0,0.009978617248752672,0,0,103.0
2138,3,2,2,54,6,69.0,10,0,0,1,0.05203136136849608,0,0,226.0
2139,3,1,1,256,2,32.0,9,0,0,0,0.0047517224994060355,1,0,296.0
2140,3,1,8,5,6,64.5,9,0,0,0,0.01876930387265384,0,0,181.0
2141,2,2,3,25,4,64.5,7,0,0,0,0.002138275124732716,0,1,178.0
2142,4,1,2,41,4,90.0,16,0,0,0,0.033499643620812536,0,0,236.0
2143,2,1,3,53,6,44.5,8,0,0,0,0.03183654074602043,0,0,178.0
2144,4,1,1,62,4,39.5,14,0,0,0,0.026847232121644096,0,0,246.0
2145,3,1,2,8,4,60.0,12,0,0,0,0.01235447849845569,0,0,111.0
2146,2,1,2,21,4,65.0,8,1,0,0,0.06319790924210028,0,0,344.0
2147,2,1,1,27,2,75.0,8,0,1,0,0.010453789498693276,0,0,179.0
2148,2,3,8,6,15,74.4999999999999,8,0,0,0,0.005939653124257543,1,0,769.0
2149,4,2,3,106,6,84.5,15,0,0,0,0.029698265621287717,0,0,195.0
2150,3,3,4,3,8,25.0,12,0,0,0,0.0016631028747921119,1,0,289.0
2151,3,1,4,41,4,30.0,12,0,0,0,0.04276550249465432,1,0,187.0
2152,2,2,2,20,6,30.0,8,0,0,0,0.015443098123069612,1,0,275.0
2153,4,1,2,23,4,74.5,13,0,0,0,0.057020669992872426,0,0,228.0
2154,4,1,3,7,4,0.0,14,0,0,0,0.04276550249465432,1,0,226.0
2155,3,1,1,45,2,24.5,11,0,0,0,0.00546448087431694,1,0,134.0
2156,3,1,1,7,2,29.5,12,0,0,0,0.01805654549774293,1,0,135.0
2157,2,1,2,39,2,75.0,8,0,0,0,0.010453789498693276,1,0,158.0
2158,3,5,6,6,8,134.5,10,0,0,0,0.0030886196246139226,0,0,807.0
2159,3,1,2,58,6,50.0,10,0,0,0,0.03183654074602043,0,0,178.0
2160,2,1,2,17,3,25.0,8,0,0,0,0.01069137562366358,0,0,208.0
2161,3,1,2,8,4,67.0,9,0,0,0,0.06319790924210028,0,0,187.0
2162,2,1,2,28,4,0.0,7,0,0,0,0.08885721073889286,0,0,261.0
2163,2,1,2,6,4,54.5,8,0,0,0,0.015205511998099313,0,0,134.0
2164,3,2,10,32,12,49.5,11,0,0,0,0.0019006889997624141,1,1,578.0
2165,3,1,2,5,4,75.0,10,0,0,0,0.026847232121644096,0,1,184.0
2166,3,3,4,3,8,25.0,10,0,0,0,0.0016631028747921119,1,0,289.0
2167,4,1,1,26,2,25.0,15,0,1,0,0.01235447849845569,0,0,232.0
2168,3,1,4,3,15,74.5,10,0,0,0,0.0030886196246139226,1,0,767.0
2169,3,1,4,3,15,74.5,10,0,0,0,0.0030886196246139226,1,0,767.0
2170,1,1,2,36,4,0.0,4,0,1,0,0.057020669992872426,0,0,120.0
2171,3,3,6,49,8,119.5,11,0,0,0,0.0014255167498218105,1,0,952.0
2172,3,1,1,5,2,119.5,12,0,0,0,0.0002375861249703017,0,1,119.0
2173,3,1,4,86,5,119.5,10,0,0,0,0.004989308624376337,1,0,286.0
2174,4,1,1,26,2,25.0,13,0,1,0,0.01235447849845569,0,0,232.0
2175,2,1,3,3,4,60.0,6,0,1,1,0.0071275837491090515,0,0,328.0
2176,3,1,2,31,3,0.0,12,0,0,0,0.002613447374673319,0,1,194.0
2177,2,2,4,58,5,64.5,7,0,0,0,0.0137799952482775,0,0,329.0
2178,3,1,6,4,5,64.5,11,0,0,0,0.026847232121644096,0,0,181.0
2179,1,1,2,17,4,65.0,4,0,0,0,0.08885721073889286,0,0,291.0
2180,3,1,2,14,6,74.5,10,0,0,0,0.009028272748871463,1,0,285.0
2181,2,1,4,3,4,58.0,8,0,0,0,0.01876930387265384,0,1,124.0
2182,3,1,1,25,4,0.0,10,0,0,0,0.06319790924210028,0,0,171.0
2183,3,2,7,108,8,0.0,9,0,0,0,0.015443098123069612,0,0,287.0
2184,2,2,5,54,5,59.5,7,0,0,0,0.033499643620812536,0,1,237.0
2185,2,1,3,78,6,55.0,8,0,0,0,0.02946067949631741,0,0,213.0
2186,3,1,4,37,5,0.0,10,0,0,0,0.009978617248752672,0,1,171.0
2187,3,1,1,42,2,54.5,9,0,0,0,0.033499643620812536,0,0,145.0
2188,2,2,4,121,9,64.5,8,0,0,0,0.002613447374673319,0,0,271.0
2189,3,1,2,50,4,0.0,10,0,0,1,0.08885721073889286,0,0,294.0
2190,1,2,5,4,6,75.0,4,0,0,0,0.029698265621287717,0,1,136.0
2191,4,1,2,13,4,29.5,14,0,0,0,0.06319790924210028,0,0,176.0
2192,3,3,9,8,10,99.5,9,0,0,0,0.0033262057495842237,0,0,414.0
2193,3,2,5,3,7,49.5,10,0,0,0,0.0011879306248515089,0,1,201.0
2194,4,1,1,5,4,49.5,17,0,0,0,0.057020669992872426,1,0,347.0
2195,2,1,1,154,4,40.0,7,0,0,0,0.0033262057495842237,1,0,131.0
2196,4,1,2,78,4,32.5,16,0,0,0,0.08885721073889286,0,0,147.0
2197,3,1,2,16,3,25.0,12,0,0,0,0.01805654549774293,1,0,145.0
2198,2,2,6,5,8,45.0,7,0,0,0,0.0019006889997624141,1,1,269.0
2199,3,2,3,10,6,59.5,11,0,1,0,0.0035637918745545258,0,0,357.0
2200,3,2,4,45,5,24.5,12,0,0,0,0.05203136136849608,1,0,261.0
2201,2,2,5,10,6,45.0,7,0,0,0,0.002138275124732716,0,0,269.0
2202,3,1,1,64,2,42.5,12,0,1,0,0.004514136374435733,0,0,99.0
2203,3,2,9,43,10,125.0,9,0,0,0,0.004989308624376337,1,0,360.0
2204,2,1,1,3,2,59.5,7,0,0,0,0.0009503444998812071,0,0,180.0
2205,3,2,4,53,6,75.0,12,0,0,0,0.05203136136849608,0,0,239.0
2206,3,2,3,50,6,75.0,12,0,0,0,0.0047517224994060355,0,1,457.0
2207,4,1,2,29,4,59.5,16,0,0,0,0.08885721073889286,0,0,237.0
2208,3,1,4,34,4,50.0,10,0,0,0,0.02257068187217866,1,0,258.0
2209,3,1,8,15,6,50.0,10,0,0,0,0.03183654074602043,0,1,173.0
2210,2,2,6,57,8,59.5,7,0,0,0,0.02946067949631741,0,0,237.0
2211,3,1,2,71,6,30.0,11,0,0,0,0.05203136136849608,0,0,187.0
2212,3,1,4,41,4,30.0,12,0,0,0,0.04276550249465432,1,0,187.0
2213,4,1,1,8,2,60.0,16,0,0,0,0.02066999287241625,0,0,351.0
2214,3,1,2,100,4,70.0,9,0,0,0,0.08885721073889286,0,0,164.0
2215,3,1,2,71,6,30.0,9,0,0,0,0.05203136136849608,0,0,187.0
2216,2,2,4,47,6,70.0,7,0,0,0,0.012116892373485387,1,0,552.0
2217,2,1,1,4,6,59.5,8,0,0,0,0.002138275124732716,0,0,203.0
2218,3,1,2,49,4,0.0,12,0,0,1,0.08885721073889286,0,0,288.0
2219,3,1,4,41,4,29.5,10,0,0,0,0.04276550249465432,1,0,210.0
2220,3,1,2,18,4,54.5,12,0,0,0,0.026847232121644096,0,0,128.0
2221,3,1,3,18,4,60.0,10,0,0,0,0.02946067949631741,0,0,230.0
2222,2,2,4,14,6,60.0,6,0,1,0,0.02946067949631741,0,0,197.0
2223,4,1,2,81,4,60.0,15,0,0,0,0.08885721073889286,0,0,488.0
2224,2,1,1,36,4,30.0,8,0,0,0,0.05203136136849608,0,0,204.0
2225,2,1,2,18,4,65.0,7,0,0,0,0.08885721073889286,1,0,374.0
2226,3,1,1,3,2,50.0,12,0,0,0,0.0011879306248515089,0,0,167.0
2227,3,1,4,41,4,29.5,10,0,0,0,0.04276550249465432,1,0,210.0
2228,3,1,1,26,2,25.0,10,0,1,0,0.01235447849845569,0,0,232.0
2229,3,1,1,33,4,64.5,9,0,0,0,0.010453789498693276,0,0,215.0
2230,2,1,3,92,3,40.0,7,0,0,0,0.06319790924210028,0,0,154.0
2231,2,1,4,8,8,40.0,8,0,0,0,0.014492753623188406,0,0,227.0
2232,3,1,1,52,3,50.0,9,0,0,0,0.0030886196246139226,1,0,121.0
2233,3,2,5,157,4,59.5,10,0,0,0,0.04276550249465432,0,0,163.0
2234,2,1,1,60,2,42.5,8,0,1,0,0.004514136374435733,1,0,99.0
2235,2,1,3,20,5,93.5,6,0,0,0,0.04276550249465432,0,0,407.0
2236,3,1,4,38,5,75.0,9,0,0,0,0.04276550249465432,1,0,296.0
2237,3,1,3,27,4,40.0,9,0,0,0,0.03183654074602043,1,0,131.0
2238,3,1,1,12,2,34.5,12,0,0,0,0.05203136136849608,0,0,108.0
2239,2,1,3,46,6,34.5,8,0,0,0,0.02257068187217866,0,0,200.0
2240,3,1,3,11,4,29.5,10,0,0,0,0.00688999762413875,0,0,193.0
2241,2,2,3,26,6,75.0,6,0,0,0,0.00047517224994060353,1,0,638.0
2242,4,1,2,8,4,39.5,16,0,0,0,0.057020669992872426,0,0,263.0
2243,3,1,5,35,6,75.0,10,0,0,0,0.0011879306248515089,0,0,376.0
2244,3,2,4,14,5,105.0,11,0,0,1,0.0011879306248515089,0,0,209.0
2245,3,1,2,62,6,75.0,9,0,0,0,0.015443098123069612,0,1,136.0
2246,3,1,1,68,4,59.5,11,0,0,0,0.00974103112378237,1,0,237.0
2247,4,1,2,17,2,59.5,14,0,0,0,0.057020669992872426,1,0,206.0
2248,3,3,11,32,12,99.99999999999987,11,0,0,0,0.00974103112378237,1,0,676.0
2249,3,1,1,46,5,0.0,10,0,1,0,0.00688999762413875,0,1,171.0
2250,3,1,6,3,6,49.5,11,0,0,0,0.0023758612497030173,0,1,213.0
2251,3,1,5,85,6,59.5,10,0,0,0,0.0011879306248515089,0,0,203.0
2252,3,1,3,128,4,20.0,11,0,0,0,0.029698265621287717,0,0,140.0
2253,3,1,3,35,6,44.5,11,0,0,0,0.006177239249227845,0,1,161.0
2254,3,1,2,81,4,60.0,9,0,0,0,0.08885721073889286,0,0,545.0
2255,2,1,2,56,5,32.0,8,0,1,1,0.0066524114991684475,0,0,610.0
2256,3,1,8,5,6,64.5,12,0,0,0,0.01876930387265384,0,0,181.0
2257,1,1,1,3,4,65.0,4,0,0,0,0.057020669992872426,1,0,337.0
2258,3,1,2,53,6,60.0,12,0,1,0,0.011879306248515086,1,0,134.0
2259,2,2,4,11,9,75.0,7,0,0,0,0.00688999762413875,0,0,243.0
2260,3,1,1,118,2,45.0,10,0,0,0,0.010453789498693276,1,0,265.0
2261,4,1,1,51,3,50.0,13,0,0,0,0.0030886196246139226,0,0,144.0
2262,3,1,2,8,4,67.0,9,0,0,0,0.06319790924210028,0,0,187.0
2263,2,2,3,10,6,75.0,8,0,0,0,0.02946067949631741,0,1,239.0
2264,3,1,4,3,4,58.5,10,0,0,0,0.01876930387265384,0,1,134.0
2265,3,1,2,21,4,65.0,9,0,0,0,0.06319790924210028,1,0,344.0
2266,2,1,3,3,4,89.5,7,0,0,0,0.026847232121644096,0,0,230.0
2267,3,2,8,7,10,0.0,11,0,0,0,0.0030886196246139226,1,0,351.0
2268,3,1,1,44,4,30.0,12,0,0,0,0.029698265621287717,0,1,112.0
2269,4,1,2,97,4,64.5,15,0,0,0,0.01235447849845569,0,0,295.0
2270,3,1,1,3,2,50.0,11,0,0,0,0.0011879306248515089,0,0,167.0
2271,3,1,1,97,2,34.5,10,0,0,0,0.002138275124732716,0,0,165.0
