,ID,Check-In,Check-Out,Localização,Número Hóspedes,Número Quartos,Número Camas,Número Banheiros,Avaliação,Número Comentários,Preço/Noite,Preço com taxas,Vista para o mar,Piscina,Lava-louças,Wi-Fi,Café da Manhã,Máquina de Lavar,Estacionamento gratuito,Academia,Jacuzzi,Secadora,Entrada/saída para esquis,Cozinha,Vista para as águas,Permitido animais,Lareira interna,Ar-condicionado,Self check-In,Elevador,Novo preço mais baixo,Raridade,Banheiro Compartilhado
2676,29340787,2021-04-23,2021-04-25,Centro,3,1,2,1,4.85,65,168.0,456.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
727,45271945,2021-03-26,2021-03-28,Centro,4,1,1,1,4.33,12,214.0,548.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,False
1982,39831271,2021-03-05,2021-03-07,Gonzaga,5,2,4,2,5.0,15,250.0,650.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,True
2506,46745761,2021-04-09,2021-04-11,Barra Funda,5,1,3,1,5.0,7,143.0,383.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,False
3958,20774709,2021-03-05,2021-03-07,"Guarujá, Pitangueiras Centro",4,1,3,1,4.49,98,188.0,456.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,False
2639,45623354,2021-04-23,2021-04-25,Embaré,3,1,1,1,4.75,8,238.0,616.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,True
257,40133804,2021-02-26,2021-02-28,Guarujá,6,2,5,2,4.73,22,391.0,782.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,False
3969,38672853,2021-03-26,2021-03-28,Nova Mirim,3,1,3,1,4.94,65,211.0,502.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,False
888,26770483,2021-03-12,2021-03-14,Centro,5,2,3,1,4.81,23,343.0,685.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,False
1279,42086418,2021-03-12,2021-03-14,Ilha Porchat,4,1,2,1,5.0,16,127.0,253.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,True
518,38546664,2021-03-12,2021-03-14,Casa de hóspedes inteira em Guarujá,5,1,3,1,4.4,5,175.0,430.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2850,32122547,2021-04-16,2021-04-18,Aparecida,4,1,3,1,4.72,135,123.0,246.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2443,4344553,2021-04-16,2021-04-18,são vicente,4,1,2,1,4.76,41,236.0,652.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2723,41364919,2021-04-23,2021-04-25,Santos,4,1,2,1,4.94,16,197.0,514.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2852,24115709,2021-04-02,2021-04-04,Santos,3,1,4,1,4.95,105,161.0,417.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
667,36550628,2021-03-26,2021-03-28,Gonzaga,4,1,2,1,4.98,51,263.0,605.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
997,38842222,2021-03-19,2021-03-21,São Vicente,3,1,1,1,4.39,18,149.0,297.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2314,45549349,2021-04-30,2021-05-02,Gonzaga,4,1,1,1,4.8,5,347.0,377.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
1441,46412292,2021-03-05,2021-03-07,Vila Tupi,5,1,5,1,4.67,6,203.0,525.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4794,21753308,2021-03-19,2021-03-21,Santo Amaro,3,1,2,1,4.9,173,139.0,342.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2837,47536057,2021-04-02,2021-04-04,Cidade Ocian,6,2,3,2,5.0,4,169.0,338.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4006,38842222,2021-03-26,2021-03-28,São Vicente,3,1,1,1,4.42,19,149.0,297.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,False
571,38842222,2021-03-12,2021-03-14,São Vicente,3,1,1,1,4.39,18,149.0,297.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
2849,8273746,2021-04-16,2021-04-18,Santos,4,1,3,1,4.91,88,183.0,365.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2311,41493308,2021-04-23,2021-04-25,Ponta da Praia,4,1,2,1,4.63,8,111.0,342.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
916,23200086,2021-03-05,2021-03-07,Guarujá,6,1,1,1,4.83,24,228.0,456.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False
4251,46261182,2021-03-26,2021-03-28,Casa inteira em Maitinga,10,3,9,3,5.0,8,414.0,1027.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
1109,32122547,2021-03-12,2021-03-14,Aparecida,4,1,3,1,4.72,137,123.0,246.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2208,24115709,2021-03-12,2021-03-14,Santos,3,1,4,1,4.95,105,161.0,417.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4763,29684686,2021-03-19,2021-03-21,Casa inteira em Peruíbe,4,1,1,1,4.94,68,237.0,593.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
3555,40633504,2021-03-12,2021-03-14,Boqueirão,4,1,1,1,4.94,64,263.0,605.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,False
2818,36033418,2021-04-23,2021-04-25,Santos,4,1,2,1,4.83,47,503.0,1086.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
510,20590298,2021-03-05,2021-03-07,Jardim Santa Genoveva,6,2,5,1,4.89,85,203.0,525.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
2382,19033825,2021-04-09,2021-04-11,José Menino,5,1,2,1,4.96,25,132.0,354.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,False
3908,40113544,2021-02-26,2021-02-28,Centro,2,1,1,1,4.72,88,99.0,283.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False
327,47057187,2021-02-12,2021-02-14,Jardim Las Palmas,2,1,1,1,5.0,9,240.0,479.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
3583,44642259,2021-03-05,2021-03-07,Guilhermina,6,2,7,3,4.96,26,248.0,616.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3968,47288170,2021-03-26,2021-03-28,Jd Santa Tereza,6,2,5,1,5.0,8,343.0,685.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
895,47118964,2021-03-19,2021-03-21,Embaré,2,1,1,1,5.0,8,104.0,308.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,False
1747,46428199,2021-02-26,2021-02-28,José Menino,4,1,2,1,4.83,6,344.0,818.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,False
4552,38460602,2021-03-19,2021-03-21,Centro,5,1,4,2,4.75,45,261.0,571.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4116,45362756,2021-03-26,2021-03-28,Sé,2,1,1,1,4.86,64,99.0,283.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False
4339,39056674,2021-02-19,2021-02-21,Casa inteira em Quinta do Guarau,5,2,4,1,4.96,45,287.0,673.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
336,46642800,2021-02-19,2021-02-21,José Menino,4,1,2,1,4.88,8,341.0,812.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4859,31740002,2021-03-26,2021-03-28,Casa inteira em Nova Itanhaém - Interior,12,3,11,3,4.66,29,380.0,879.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2042,40067438,2021-03-05,2021-03-07,Boqueirão,4,1,2,1,4.94,18,128.0,365.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
2019,45884578,2021-03-05,2021-03-07,Itararé,2,1,4,1,5.0,11,155.0,389.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,False
616,32122547,2021-03-12,2021-03-14,Aparecida,4,1,3,1,4.72,137,123.0,246.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False
5076,16449714,2021-02-19,2021-02-21,Casa inteira em Peruíbe,10,3,7,2,5.0,13,581.0,1311.9999999999998,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
3820,29256883,2021-02-19,2021-02-21,Parque Enseada,5,2,3,2,4.89,46,268.0,536.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
247,21282060,2021-02-26,2021-02-28,Guarujá,2,2,1,2,4.63,43,130.0,410.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,False
1503,31831718,2021-03-19,2021-03-21,Aviação,6,1,2,2,4.91,55,239.0,628.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3811,47135379,2021-02-26,2021-02-28,Embaré,4,1,2,1,5.0,6,134.0,377.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,False
1613,46642800,2021-02-19,2021-02-21,José Menino,4,1,2,1,4.86,7,359.0,847.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1298,23619199,2021-03-12,2021-03-14,Guilhermina,6,1,5,1,4.94,69,214.0,548.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,False
1945,39831271,2021-03-19,2021-03-21,Gonzaga,5,2,4,2,5.0,15,250.0,650.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,True
1800,16215330,2021-02-12,2021-02-14,Santos,4,1,2,1,4.78,28,261.0,522.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1781,46711040,2021-02-12,2021-02-14,Boqueirão,4,1,3,1,5.0,3,264.0,708.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
3757,15880419,2021-02-26,2021-02-28,Bertioga,4,1,2,1,4.57,65,343.0,685.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
4024,31952361,2021-03-26,2021-03-28,Centro,6,1,2,1,4.59,71,187.0,434.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
3210,27526457,2021-02-19,2021-02-21,Morro José Menino,4,1,6,2,4.84,45,155.0,429.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,True
3530,47195130,2021-03-26,2021-03-28,Cidade Ocian,6,2,4,2,5.0,7,223.0,525.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False
736,22030682,2021-03-19,2021-03-21,Gonzaga,4,1,1,1,4.89,168,246.0,491.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
9,39675737,2021-02-26,2021-02-28,Jardim Las Palmas,6,1,4,2,4.66,30,252.0,673.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False
2719,36625620,2021-04-23,2021-04-25,Santos,4,1,2,1,4.97,30,208.0,536.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,True
1881,32473078,2021-02-26,2021-02-28,Santos,5,1,4,1,4.83,18,284.0,708.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,False
1929,34021661,2021-03-12,2021-03-14,Aparecida,2,1,4,1,4.84,38,110.0,320.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
664,23200086,2021-03-19,2021-03-21,Guarujá,6,1,1,1,4.83,24,228.0,456.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False
1302,36550628,2021-03-05,2021-03-07,Gonzaga,4,1,2,1,4.98,51,263.0,605.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
546,21475047,2021-03-19,2021-03-21,Jardim Las Palmas,7,2,4,2,4.88,115,340.0,844.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,True
3701,17164214,2021-02-19,2021-02-21,Santos,4,1,2,1,4.78,36,267.0,664.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
423,13480176,2021-02-26,2021-02-28,Guarujá,4,1,5,1,4.8,142,321.0,741.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
809,24115709,2021-03-26,2021-03-28,Santos,3,1,4,1,4.95,107,150.0,394.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
1208,36237903,2021-03-12,2021-03-14,Guilhermina,4,1,3,1,4.72,36,149.0,297.0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
1653,45481749,2021-02-19,2021-02-21,José Menino,4,1,2,1,4.9,10,386.0,896.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,False
758,33244343,2021-03-26,2021-03-28,Barra Funda,6,2,3,2,4.83,37,457.0,913.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
2485,43043506,2021-04-23,2021-04-25,Gonzaga,5,2,3,2,4.88,33,284.0,568.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2614,21675628,2021-04-16,2021-04-18,José Menino,4,1,1,1,4.93,85,171.0,461.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,False
4674,34466908,2021-03-12,2021-03-14,Vila Caiçara,4,1,3,1,5.0,41,137.0,274.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2649,31653541,2021-04-02,2021-04-04,São Vicente,4,1,3,1,4.91,87,155.0,389.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
483,16256715,2021-03-12,2021-03-14,Guarujá,6,3,4,2,4.81,58,223.0,536.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2548,40060303,2021-04-23,2021-04-25,Aparecida,8,3,5,2,4.95,22,252.0,703.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,False
3493,42112653,2021-03-12,2021-03-14,Centro,2,1,1,1,4.66,29,141.0,342.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1063,30745596,2021-02-19,2021-02-21,Praia Grande,5,1,3,1,4.57,35,165.0,285.0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,False
3761,21987927,2021-02-26,2021-02-28,Indaiá,6,2,2,2,4.83,30,585.0,1369.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1561,30030374,2021-03-19,2021-03-21,Cidade Ocian,6,2,2,2,4.79,57,180.0,440.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
238,20713038,2021-02-19,2021-02-21,Itararé,2,1,1,1,4.28,65,145.0,320.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,False
4898,29684686,2021-03-26,2021-03-28,Casa inteira em Peruíbe,4,1,1,1,4.94,68,237.0,593.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
1955,39322670,2021-03-19,2021-03-21,José Menino,4,2,3,1,5.0,25,194.0,388.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
2398,45623902,2021-04-09,2021-04-11,Centro,4,1,2,1,4.33,21,164.0,377.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False
1455,36447876,2021-03-19,2021-03-21,Nova Mirim,6,1,2,1,4.73,64,176.0,426.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,False
221,47099170,2021-02-12,2021-02-14,Praia Grande,7,2,3,2,4.88,8,342.0,844.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4156,35417843,2021-03-19,2021-03-21,Riviera de São Lourenço,4,1,2,1,4.66,67,377.0,753.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2082,22135736,2021-03-19,2021-03-21,Itararé,6,2,3,2,4.89,106,206.0,582.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,False
734,40532701,2021-03-26,2021-03-28,Gonzaga,4,1,2,1,4.91,23,216.0,582.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False
1707,15988744,2021-02-12,2021-02-14,São Vicente/SP,2,1,1,1,5.0,3,180.0,479.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
452,30123921,2021-03-19,2021-03-21,Itararé,4,1,3,1,4.89,128,140.0,320.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
3799,40939239,2021-02-19,2021-02-21,Pitangueiras,9,1,2,1,5.0,15,184.0,368.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,True
1527,31058644,2021-03-19,2021-03-21,Canto do Forte,6,2,5,1,5.0,20,182.0,514.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2306,16824874,2021-04-16,2021-04-18,Santos,8,2,5,1,4.79,71,173.0,456.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
4281,45378377,2021-03-26,2021-03-28,República,2,1,1,1,4.88,26,119.0,333.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,False
3209,31952361,2021-02-26,2021-02-28,Centro,6,1,2,1,4.59,71,187.0,434.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,False
4032,31526456,2021-03-12,2021-03-14,Casa inteira em Morada da Praia,6,1,2,2,4.83,24,546.0,1251.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2517,39026513,2021-04-02,2021-04-04,Jardim Las Palmas,4,2,3,2,5.0,27,194.0,388.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
3383,46033720,2021-03-05,2021-03-07,José Menino,4,1,2,1,5.0,10,181.0,496.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
449,33075341,2021-03-19,2021-03-21,Barra Funda,4,1,3,1,4.62,53,188.0,456.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False
5192,40947313,2021-03-19,2021-03-21,Casa inteira em Balneário Garça Vermelha,6,2,3,3,5.0,16,298.0,746.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
4993,47425741,2021-03-05,2021-03-07,Casa inteira em Centro,12,5,8,6,5.0,4,1106.0,2511.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4079,38039978,2021-03-12,2021-03-14,Santos,4,1,2,1,4.64,50,294.0,588.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
749,38842222,2021-03-12,2021-03-14,São Vicente,3,1,1,1,4.39,18,149.0,297.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2168,22902214,2021-03-19,2021-03-21,Ponta da Praia,4,1,2,1,4.7,97,295.0,719.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,False
275,41872933,2021-02-12,2021-02-14,Guarujá,8,4,4,5,5.0,10,1495.0,3180.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
1522,46296909,2021-03-05,2021-03-07,Casa inteira em Cidade Ocian,10,2,10,2,4.88,16,177.0,354.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
1090,45163399,2021-02-26,2021-02-28,Ilha Porchat,4,1,3,1,4.8,40,135.0,215.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1972,42086418,2021-03-19,2021-03-21,Ilha Porchat,4,1,2,1,5.0,14,127.0,253.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,True
3266,31952361,2021-02-26,2021-02-28,Centro,6,1,2,1,4.59,71,187.0,434.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4075,24115709,2021-03-26,2021-03-28,Santos,3,1,4,1,4.95,107,144.0,382.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4909,47445009,2021-03-12,2021-03-14,Vila Caiçara,6,2,3,2,5.0,8,260.0,658.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False
1587,45330277,2021-03-05,2021-03-07,Cidade Ocian,6,2,5,3,4.3,10,131.0,411.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,True
509,41990959,2021-03-26,2021-03-28,Nova Mirim,3,1,3,1,4.94,36,211.0,502.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
1511,20222310,2021-03-19,2021-03-21,Ilha Porchat,4,1,1,1,4.71,104,164.0,377.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
1004,38351257,2021-03-19,2021-03-21,Centro,6,2,4,2,4.74,53,239.0,628.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,False
171,14995706,2021-02-12,2021-02-14,Guarujá,8,3,6,3,4.68,83,426.0,1046.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2086,34021661,2021-03-26,2021-03-28,Aparecida,2,1,4,1,4.84,38,110.0,320.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
5059,20194437,2021-02-26,2021-02-28,Casa inteira em Vila Romar,5,1,4,1,5.0,15,350.0,799.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1572,45103816,2021-03-26,2021-03-28,Vila Tupi,6,2,3,1,4.83,30,151.0,331.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
354,46754505,2021-02-26,2021-02-28,Centro,4,1,2,2,4.8,5,231.0,511.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
2247,47118964,2021-04-23,2021-04-25,Embaré,2,1,1,1,5.0,7,116.0,331.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,False
746,32646079,2021-03-12,2021-03-14,Santos,4,1,2,1,4.95,87,176.0,411.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4208,42539013,2021-03-12,2021-03-14,Cidade Ocian,6,1,3,1,4.89,29,139.0,302.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,False
861,26770483,2021-03-26,2021-03-28,Centro,5,2,3,1,4.81,23,343.0,685.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2330,8087135,2021-04-30,2021-05-02,São Vicente,5,1,1,1,4.43,25,196.0,305.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False
735,39704194,2021-03-12,2021-03-14,São Vicente,2,1,1,1,4.86,42,145.0,399.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1405,45103816,2021-03-05,2021-03-07,Vila Tupi,6,2,3,1,4.83,30,156.0,341.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3596,848531,2021-03-19,2021-03-21,Praia Grande,8,2,5,2,4.81,179,237.0,593.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2505,40532701,2021-04-09,2021-04-11,Gonzaga,4,1,2,1,4.91,23,216.0,582.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
42,46110784,2021-02-26,2021-02-28,Centro,5,1,3,1,4.36,11,232.0,593.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
475,45271945,2021-03-05,2021-03-07,Centro,4,1,1,1,4.33,12,214.0,548.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,False
1256,41143618,2021-03-26,2021-03-28,Mongagua,6,1,3,1,4.89,35,161.0,411.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False
4704,34466908,2021-03-19,2021-03-21,Vila Caiçara,4,1,3,1,5.0,41,137.0,274.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1493,45974609,2021-03-26,2021-03-28,Vila Caiçara,8,2,2,2,5.0,9,154.0,377.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,False
1242,24287304,2021-03-26,2021-03-28,Canto do Forte,5,1,1,1,4.8,46,171.0,342.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,False
2415,40675774,2021-04-02,2021-04-04,Gonzaga,5,1,3,1,5.0,6,183.0,525.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,False
4318,13436777,2021-02-19,2021-02-21,Casa inteira em Juquitiba,6,3,6,1,4.85,59,467.0,1084.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False
75,39646858,2021-02-26,2021-02-28,Centro,4,2,2,1,4.71,41,237.0,593.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
73,32407595,2021-02-26,2021-02-28,Parque Enseada,6,1,1,1,4.67,12,220.0,559.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False
1263,45103816,2021-03-12,2021-03-14,Vila Tupi,6,2,3,1,4.83,30,146.0,321.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
5193,40281446,2021-03-26,2021-03-28,Casa inteira em Centro,13,3,7,2,4.68,23,462.0,1004.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1000,35229820,2021-03-12,2021-03-14,Barra Funda,6,2,3,1,4.84,63,239.0,628.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
