,ID,Check-In,Check-Out,Localização,Número Hóspedes,Número Quartos,Número Camas,Número Banheiros,Avaliação,Número Comentários,Preço/Noite,Preço com taxas,Vista para o mar,Piscina,Lava-louças,Wi-Fi,Café da Manhã,Máquina de Lavar,Estacionamento gratuito,Academia,Jacuzzi,Secadora,Entrada/saída para esquis,Cozinha,Vista para as águas,Permitido animais,Lareira interna,Ar-condicionado,Self check-In,Elevador,Novo preço mais baixo,Raridade,Banheiro Compartilhado
4002,45362756,2021-03-12,2021-03-14,Sé,2,1,1,1,4.86,64,99.0,283.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False
5261,39549389,2021-03-19,2021-03-21,Casa inteira em Baougainville Residencial,8,4,6,5,5.0,6,807.0,1883.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
3598,44122369,2021-03-12,2021-03-14,Ilha Porchat,4,1,2,1,4.78,23,236.0,582.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
4218,40134770,2021-03-26,2021-03-28,Guarujá,6,2,5,2,4.86,21,323.0,646.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2772,46115874,2021-04-23,2021-04-25,Boqueirão,2,1,1,1,4.93,15,211.0,502.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
3107,28382287,2021-01-29,2021-01-31,Guarujá,6,2,5,1,4.88,133,286.0,571.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False
1592,39499342,2021-03-05,2021-03-07,Praia Grande,4,1,3,1,5.0,18,184.0,488.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False
2822,45507069,2021-04-16,2021-04-18,Centro,3,1,2,1,5.0,16,232.0,514.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1784,47135379,2021-02-12,2021-02-14,Embaré,4,1,2,1,5.0,6,225.0,559.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
5244,40281446,2021-03-26,2021-03-28,Casa inteira em Centro,13,3,7,2,4.68,23,462.0,1004.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1959,44642259,2021-03-05,2021-03-07,Guilhermina,6,2,7,3,4.96,24,248.0,616.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2433,47118964,2021-04-09,2021-04-11,Embaré,2,1,1,1,5.0,7,110.0,320.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,False
250,17605908,2021-02-12,2021-02-14,Guarujá,6,2,4,2,5.0,8,514.0,1027.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
254,47586746,2021-02-19,2021-02-21,Vila Auzira,6,1,1,1,5.0,4,203.0,525.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2332,45258176,2021-04-23,2021-04-25,Boqueirão,5,1,6,1,5.0,4,181.0,491.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2194,45740885,2021-03-26,2021-03-28,Ilha Porchat,2,1,1,1,5.0,12,293.0,685.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4813,45282113,2021-03-19,2021-03-21,Casa inteira em Parque Turistico,12,4,7,4,5.0,30,350.0,840.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
3087,42805253,2021-01-29,2021-01-31,São Vicente,4,1,2,1,4.81,16,209.0,418.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3059,46070466,2021-01-29,2021-01-31,Boqueirão,3,1,1,1,4.67,3,183.0,525.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
3930,39047507,2021-02-19,2021-02-21,Maitinga,6,2,6,2,5.0,27,582.0,1324.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
1674,24204994,2021-02-12,2021-02-14,Pitangueiras,3,1,2,1,4.56,17,219.0,488.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,False
801,24115709,2021-03-12,2021-03-14,Santos,3,1,4,1,4.95,107,150.0,394.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
209,22105045,2021-02-26,2021-02-28,Balneario Cidade Atlantica,5,1,3,1,4.95,40,179.0,432.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
4865,39557518,2021-03-26,2021-03-28,Casa inteira em Balneário Tupy,11,3,11,3,4.93,31,415.0,1029.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
844,46033720,2021-03-12,2021-03-14,José Menino,4,1,2,1,5.0,9,181.0,496.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1926,34021661,2021-03-12,2021-03-14,Aparecida,2,1,4,1,4.84,38,110.0,320.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,True
3189,46033720,2021-02-19,2021-02-21,José Menino,4,1,2,1,5.0,10,193.0,520.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
400,45855495,2021-02-26,2021-02-28,Praia Grande,6,2,3,2,4.91,11,239.0,628.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
1372,41530242,2021-03-26,2021-03-28,Vila Assuncao,4,2,4,2,4.89,18,223.0,445.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
840,39704194,2021-03-26,2021-03-28,São Vicente,2,1,1,1,4.86,42,139.0,388.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
47,39535674,2021-02-19,2021-02-21,Boqueirão,4,1,4,1,4.85,46,290.0,650.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
5229,20194437,2021-03-05,2021-03-07,Casa inteira em Vila Romar,5,1,4,1,5.0,15,350.0,799.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2138,41904559,2021-03-19,2021-03-21,Santos,4,1,2,1,4.92,26,383.0,896.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3065,24115709,2021-01-29,2021-01-31,Santos,3,1,4,1,4.95,104,154.0,403.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
659,47138268,2021-03-05,2021-03-07,Gonzaga,4,1,2,1,5.0,9,263.0,605.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,False
3615,30973729,2021-03-26,2021-03-28,Casa de hóspedes inteira em Jardim Peruibe,3,1,1,1,4.78,90,108.0,285.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3960,47288170,2021-03-05,2021-03-07,Jd Santa Tereza,6,2,5,1,5.0,8,343.0,685.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4957,47425741,2021-03-26,2021-03-28,Casa inteira em Centro,12,5,8,6,5.0,4,1106.0,2511.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,False
710,24115709,2021-03-26,2021-03-28,Santos,3,1,4,1,4.95,107,150.0,394.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1753,16824874,2021-02-12,2021-02-14,Santos,8,2,5,1,4.79,71,191.0,491.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,False
3232,46189306,2021-02-26,2021-02-28,Mongaguá,7,2,6,2,5.0,7,521.0,1141.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,False
3576,43663668,2021-03-26,2021-03-28,Casa inteira em Jardim Guaiuba,5,3,4,2,5.0,19,356.0,792.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
3275,20774709,2021-02-26,2021-02-28,"Guarujá, Pitangueiras Centro",4,1,3,1,4.49,98,188.0,456.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,False
5090,41062060,2021-03-26,2021-03-28,Casa inteira em Vila Peruibe,10,3,7,2,4.53,30,457.0,913.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
154,22157785,2021-02-19,2021-02-21,Jardim Vitoria,2,1,1,1,5.0,7,168.0,412.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
951,26770483,2021-03-05,2021-03-07,Centro,5,2,3,1,4.81,23,343.0,685.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2326,45740885,2021-04-23,2021-04-25,Ilha Porchat,2,1,1,1,5.0,12,293.0,685.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1143,16815470,2021-03-26,2021-03-28,Praia Grande,7,2,4,1,3.25,4,147.0,394.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
3370,41132118,2021-03-12,2021-03-14,Parque Balneario Oasis,3,1,2,1,4.75,24,162.0,374.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
628,35682443,2021-03-19,2021-03-21,Centro,2,1,3,1,4.4,28,86.0,251.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
2820,34021661,2021-04-23,2021-04-25,Aparecida,2,1,4,1,4.85,39,144.0,388.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
306,29573360,2021-02-12,2021-02-14,Barra Funda,8,3,8,2,4.89,53,407.0,933.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
3801,39113772,2021-02-26,2021-02-28,Riviera de São Lourenço,5,1,2,1,4.96,56,610.0,1284.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
29,35255551,2021-02-26,2021-02-28,Guarujá,6,1,3,1,4.67,42,294.0,708.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,False
1855,47517305,2021-02-19,2021-02-21,Gonzaga,4,1,1,1,4.71,7,374.0,878.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
69,37237280,2021-02-19,2021-02-21,Pitangueiras,7,1,4,1,4.67,21,194.0,387.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,True
2048,41904559,2021-03-12,2021-03-14,Santos,4,1,2,1,4.92,26,383.0,896.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,False
4680,46197271,2021-03-05,2021-03-07,Casa inteira em Jardim Peruibe,8,3,5,2,5.0,10,404.0,807.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4603,25624796,2021-03-19,2021-03-21,Vila Andrade,2,1,1,1,4.7,20,103.0,205.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
6,40939239,2021-02-26,2021-02-28,Pitangueiras,9,1,2,1,5.0,15,185.0,369.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,True
4992,38696495,2021-03-26,2021-03-28,Morumbi,2,1,1,1,4.97,118,265.0,620.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
1013,41477427,2021-03-05,2021-03-07,Pitangueiras,9,1,4,1,4.97,32,187.0,374.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,True
1358,27300227,2021-03-19,2021-03-21,Guilhermina,6,1,2,1,4.88,58,178.0,456.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
3705,41623975,2021-02-26,2021-02-28,Vila Clais,6,2,10,2,4.95,21,554.0,1107.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
2344,39704194,2021-04-02,2021-04-04,São Vicente,2,1,1,1,4.85,41,145.0,399.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3089,41141112,2021-01-29,2021-01-31,Embaré,8,3,3,2,5.0,4,266.0,656.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,False
4371,22197735,2021-02-26,2021-02-28,Praia Grande,6,1,3,1,4.9,79,213.0,536.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
1725,15864646,2021-02-19,2021-02-21,Santos,6,2,4,1,4.82,86,136.0,422.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,False
718,39763299,2021-03-26,2021-03-28,José Menino,3,1,2,1,4.65,51,107.0,294.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,False
3919,22191569,2021-02-26,2021-02-28,Jd Neptunia,6,2,5,2,4.95,55,581.0,1311.9999999999998,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
2109,41364919,2021-03-12,2021-03-14,Santos,4,1,2,1,4.94,16,214.0,548.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,False
4232,45259041,2021-03-12,2021-03-14,Parque Enseada,4,1,3,1,4.7,20,214.0,548.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,False
4354,14980407,2021-02-19,2021-02-21,Itanhaém,6,2,3,1,4.13,60,224.0,542.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,False
4776,24115709,2021-03-12,2021-03-14,Santos,3,1,4,1,4.95,107,144.0,382.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
4059,40050562,2021-03-05,2021-03-07,Bertioga,8,2,4,2,4.76,25,470.0,1139.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,False
4589,47536057,2021-03-26,2021-03-28,Cidade Ocian,6,2,3,2,5.0,5,169.0,338.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
772,20774709,2021-03-26,2021-03-28,"Guarujá, Pitangueiras Centro",4,1,3,1,4.49,97,188.0,456.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,False
1956,39499342,2021-03-05,2021-03-07,Praia Grande,4,1,3,1,5.0,17,184.0,488.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1947,39610645,2021-03-05,2021-03-07,Santos,4,1,2,1,4.88,81,545.0,1210.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
787,39855974,2021-03-05,2021-03-07,Guilhermina,4,1,3,1,4.85,27,131.0,342.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False
3412,47029113,2021-03-12,2021-03-14,Casa inteira em Enseada I,3,1,3,1,5.0,13,126.0,312.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,False
4225,24488673,2021-03-19,2021-03-21,Centro,5,1,2,1,4.69,61,102.0,203.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,False
3706,41623975,2021-02-19,2021-02-21,Vila Clais,6,2,10,2,4.95,21,554.0,1107.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
1386,38039978,2021-03-26,2021-03-28,Santos,4,1,2,1,4.63,49,288.0,576.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1531,39499342,2021-03-05,2021-03-07,Praia Grande,4,1,3,1,5.0,18,184.0,488.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2334,42604902,2021-04-02,2021-04-04,Itararé,5,1,1,1,4.87,23,187.0,453.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
296,47099170,2021-02-12,2021-02-14,Praia Grande,7,2,3,2,4.88,8,342.0,844.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
573,44419309,2021-03-19,2021-03-21,José Menino,4,1,1,1,4.84,25,171.0,342.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
535,29258338,2021-03-12,2021-03-14,Balneario Cidade Atlantica,9,3,4,2,4.82,11,220.0,590.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
5149,45590553,2021-03-05,2021-03-07,Casa inteira em Vila Romar,15,5,8,5,4.67,3,913.0,1826.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
3673,23228589,2021-02-26,2021-02-28,Praia da Boracéia,10,3,7,3,4.88,74,316.0,921.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
663,40884233,2021-03-12,2021-03-14,Vila Tupi,4,1,2,1,4.93,43,160.0,320.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
372,43932528,2021-02-26,2021-02-28,Vila Matias,5,1,1,1,4.94,32,240.0,605.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,False
212,46143093,2021-02-26,2021-02-28,Centro,5,2,3,1,5.0,4,296.0,742.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
928,44122369,2021-03-19,2021-03-21,Ilha Porchat,4,1,2,1,4.78,23,236.0,582.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
5105,46937984,2021-03-26,2021-03-28,Casa inteira em Residencial Park D'Aville,15,2,4,1,4.67,3,712.0,1573.0000000000002,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
634,38842222,2021-03-05,2021-03-07,São Vicente,3,1,1,1,4.39,18,149.0,297.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False
3718,39113772,2021-02-26,2021-02-28,Riviera de São Lourenço,5,1,2,1,4.96,56,610.0,1284.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
197,21282060,2021-02-26,2021-02-28,Guarujá,2,2,1,2,4.63,43,130.0,410.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,False
4653,42329117,2021-03-19,2021-03-21,Nova Mirim,4,1,4,1,4.88,34,258.0,616.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
5253,41062060,2021-03-19,2021-03-21,Casa inteira em Vila Peruibe,10,3,7,2,4.53,30,457.0,913.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1799,20411125,2021-02-12,2021-02-14,São Vicente,4,1,1,1,4.32,117,156.0,342.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,False
4764,22868881,2021-03-05,2021-03-07,Nova Mirim,6,1,3,1,4.89,46,200.0,399.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
5211,45067470,2021-03-05,2021-03-07,Parque Balneario Oasis,3,1,2,1,4.88,16,145.0,340.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
3485,39872515,2021-03-12,2021-03-14,Vila Caiçara,6,1,2,1,4.5,6,150.0,320.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,False
3534,39122509,2021-03-12,2021-03-14,Parque Balneario Oasis,2,1,1,1,5.0,7,135.0,329.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
1119,4344553,2021-03-26,2021-03-28,são vicente,4,1,2,1,4.76,41,259.0,698.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
3288,30745596,2021-02-26,2021-02-28,Praia Grande,5,1,3,1,4.57,35,157.0,434.0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,False
3103,21124410,2021-01-29,2021-01-31,Jardim Centenario,6,2,3,1,4.77,39,214.0,548.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
2179,32122547,2021-03-26,2021-03-28,Aparecida,4,1,3,1,4.72,135,123.0,246.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2054,22902214,2021-03-26,2021-03-28,Ponta da Praia,4,1,2,1,4.7,97,295.0,719.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1288,39216218,2021-03-12,2021-03-14, São Vicente,3,1,1,1,4.96,52,144.0,388.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False
66,24206250,2021-02-19,2021-02-21,Vila Julia,6,2,6,1,4.39,46,146.0,411.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,True
1654,46642800,2021-02-19,2021-02-21,José Menino,4,1,2,1,4.86,7,359.0,847.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,False
4821,29307840,2021-03-05,2021-03-07,Praia dos Sonhos,6,2,7,2,4.68,25,296.0,742.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,False
2826,31276478,2021-04-09,2021-04-11,Centro,4,1,1,1,4.89,36,176.0,411.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4036,39763299,2021-03-05,2021-03-07,José Menino,3,1,2,1,4.65,51,107.0,294.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
1485,41990959,2021-03-26,2021-03-28,Nova Mirim,3,1,3,1,4.94,36,211.0,502.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False
1005,40527515,2021-03-19,2021-03-21,Jardim Ana Maria,8,2,6,2,5.0,10,199.0,548.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
1228,30030374,2021-03-26,2021-03-28,Cidade Ocian,6,2,2,2,4.79,57,180.0,440.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
3541,46107854,2021-03-05,2021-03-07,Aviação,8,2,3,2,5.0,3,148.0,445.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4487,40842676,2021-02-19,2021-02-21,Praia Grande,4,1,1,1,4.68,19,264.0,628.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3326,47029113,2021-03-05,2021-03-07,Casa inteira em Enseada I,3,1,3,1,5.0,13,126.0,312.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4831,47041614,2021-03-26,2021-03-28,Cidade Ocian,5,1,2,1,4.75,8,177.0,354.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
4214,20774709,2021-03-05,2021-03-07,"Guarujá, Pitangueiras Centro",4,1,3,1,4.49,98,188.0,456.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,False
1954,32473078,2021-03-05,2021-03-07,Santos,5,1,4,1,4.83,18,295.0,730.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,False
4822,44641452,2021-03-05,2021-03-07,Casa inteira em Savoy,6,1,6,1,5.0,3,213.0,525.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
331,35258533,2021-02-12,2021-02-14,José Menino,4,1,2,1,4.94,33,455.0,1059.0000000000002,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
2986,30282988,2021-01-29,2021-01-31,Itarare,3,1,2,1,5.0,7,232.0,514.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,False
1125,22030682,2021-03-26,2021-03-28,Gonzaga,4,1,1,1,4.89,168,234.0,468.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4263,40884233,2021-03-05,2021-03-07,Vila Tupi,4,1,2,1,4.93,43,160.0,320.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
260,46211752,2021-02-26,2021-02-28,Barra Funda,5,1,4,1,5.0,5,213.0,525.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
325,19094962,2021-02-12,2021-02-14,Guarujá,3,1,2,1,4.98,62,196.0,431.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
3344,45067470,2021-03-05,2021-03-07,Parque Balneario Oasis,3,1,2,1,4.88,16,162.0,374.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
2609,45380521,2021-04-09,2021-04-11,José Menino,4,1,2,1,4.85,13,176.0,411.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
4617,38615495,2021-03-12,2021-03-14,Casa inteira em Peruíbe,16,5,16,4,4.93,27,578.0,1415.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3158,45807087,2021-02-19,2021-02-21,Vila Assuncao,6,1,4,1,5.0,4,237.0,593.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
3710,45439335,2021-02-26,2021-02-28,Casa inteira em Bertioga,5,1,3,1,5.0,13,400.0,799.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
1368,31518817,2021-03-05,2021-03-07,Centro,6,1,1,1,4.62,79,137.0,274.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False
3577,47138268,2021-03-19,2021-03-21,Gonzaga,4,1,2,1,5.0,9,263.0,605.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1834,45481749,2021-02-26,2021-02-28,José Menino,4,1,2,1,4.9,10,380.0,884.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,False
4449,37929898,2021-02-26,2021-02-28,Morumbi,2,1,1,1,4.63,27,179.0,508.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2206,44169847,2021-03-19,2021-03-21,José Menino,4,1,2,1,4.76,21,327.0,784.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
478,45884578,2021-03-05,2021-03-07,Itararé,2,1,4,1,5.0,12,155.0,389.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,False
600,42329117,2021-03-12,2021-03-14,Nova Mirim,4,1,4,1,4.88,34,258.0,616.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
778,41477427,2021-03-26,2021-03-28,Pitangueiras,9,1,4,1,4.97,32,197.0,393.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,True
4978,39392052,2021-03-12,2021-03-14,Casa inteira em Cibratel II,13,3,9,2,4.92,25,559.0,1267.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
