,ID,Check-In,Check-Out,Localização,titulo_2,Número Hóspedes,Número Quartos,Número Camas,Número Banheiros,Plus 1,Plus 2,Plus 3,Plus 4,Avaliação,Número Comentários,Preço/Noite,Preço com taxas,Superhost
6148,47335552,2021-03-19,2021-03-21,Maitinga,Apartamento/Kitnet na praia do Maitinga Bertioga,4,1,2,1,Wi-Fi,Cozinha,Estacionamento gratuito,Máquina de Lavar,4.57,7,118.0,285.0,Novo preço mais baixo
6151,32285672,2021-03-19,2021-03-21,Bertioga,Promoção de Carnaval - Lindo flat em Bertioga,5,2,3,1,Wi-Fi,Cozinha,Máquina de Lavar,Self check-In,5.0,7,179.0,468.0,Novo preço mais baixo
6152,46295687,2021-03-26,2021-03-28,Casa de hóspedes inteira em Morada da Praia,Casa inteira Casinha aconchegante  Boracéia Morada,4,1,2,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.67,6,105.0,349.0,Novo preço mais baixo
6153,30737040,2021-03-26,2021-03-28,Gonzaga,Apartamento - Residencial Estanconfor Santos,4,1,2,1,Ar-condicionado,Piscina,Cozinha,Estacionamento gratuito,4.63,91,208.0,485.0,Raridade
6154,24115709,2021-03-12,2021-03-14,Santos,wi-fi/ar condicionado/ TV 4k/ utensílios praia,3,1,4,1,Wi-Fi,Self check-In,Ar-condicionado,Estacionamento gratuito,4.95,107,144.0,382.0,Raridade
6156,45362756,2021-03-12,2021-03-14,Sé,"Suíte com Sacada no 24º Andar, Wi-Fi & Cama Queen!",2,1,1,1,Elevador,Wi-Fi,Academia,Self check-In,4.86,64,99.0,283.0,Raridade
6157,41364919,2021-03-12,2021-03-14,Santos,Casual & Atemporal Frente à Praia José Menino.,4,Estúdio,2,1,Wi-Fi,Self check-In,Vista para o mar,Secadora,4.94,16,208.0,536.0,Raridade
6158,13138016,2021-03-26,2021-03-28,Santos,Canto charmoso na praia,4,Estúdio,2,1,Elevador,Wi-Fi,Self check-In,Estacionamento gratuito,4.77,177,106.0,262.0,Raridade
6159,24115709,2021-03-26,2021-03-28,Santos,wi-fi/ar condicionado/ TV 4k/ utensílios praia,3,1,4,1,Wi-Fi,Self check-In,Ar-condicionado,Estacionamento gratuito,4.95,107,144.0,382.0,Raridade
6160,25974388,2021-03-12,2021-03-14,Riviera Paulista,Suíte em chalé na  Represa I,2,1,1,1 privado,Wi-Fi,Secadora,Café da Manhã,Estacionamento gratuito,5.0,97,165.0,399.0,Raridade
6161,40884233,2021-03-05,2021-03-07,Vila Tupi,Apartamento aconchegante frente ao mar.,4,1,2,1,Wi-Fi,Vista para o mar,Estacionamento gratuito,Cozinha,4.93,43,160.0,320.0,Raridade
6162,39084307,2021-03-05,2021-03-07,Casa inteira em Jd Neptunia,"Ar condicionado, Wi-Fi, Smart TV com todo conforto",6,2,5,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.94,35,376.0,902.0,Novo preço mais baixo
6163,15880419,2021-03-19,2021-03-21,Bertioga,Attractive Apart Riv São Lourenço 2 diarias 25%off,4,1,2,1,Piscina,Wi-Fi,Estacionamento gratuito,Ar-condicionado,4.57,65,365.0,730.0,Novo preço mais baixo
6164,31952361,2021-03-19,2021-03-21,Centro,"Apto frente ao mar c/ playground, ar cond. e Wi-Fi",6,Estúdio,2,1,Piscina,Wi-Fi,Estacionamento gratuito,Ar-condicionado,4.59,71,187.0,434.0,Raridade
6165,36550628,2021-03-26,2021-03-28,Gonzaga,Flat Estanconfor Santos - uma quadra da praia,4,1,2,1,Piscina,Wi-Fi,Estacionamento gratuito,Ar-condicionado,4.98,51,263.0,605.0,Raridade
6166,4023235,2021-03-26,2021-03-28,Bertioga,Flat em Resort de Luxo Riviera,4,2,3,2,Elevador,Wi-Fi,Academia,Self check-In,4.8,159,586.0,1.392,Raridade
6167,45259041,2021-03-26,2021-03-28,Parque Enseada,Lindo studio mobiliado com piscina e lazer,4,Estúdio,3,1,Elevador,Wi-Fi,Estacionamento gratuito,Permitido animais,4.7,20,214.0,548.0,Novo preço mais baixo
6168,41493308,2021-03-26,2021-03-28,Ponta da Praia,Apartamento na Ponta da Praia em Santos com Wifi,4,1,2,1,Wi-Fi,Self check-In,Ar-condicionado,Estacionamento gratuito,4.63,8,111.0,342.0,Raridade
6169,46313068,2021-03-12,2021-03-14,Centerville,Tranquilo com vista para o Rio e próximo de tudo.,5,1,2,1 e meio,Ar-condicionado,Cozinha,Estacionamento gratuito,Permitido animais,4.6,5,129.0,308.0,Novo preço mais baixo
6170,41364919,2021-03-26,2021-03-28,Santos,Casual & Atemporal Frente à Praia José Menino.,4,Estúdio,2,1,Wi-Fi,Self check-In,Vista para o mar,Secadora,4.94,16,191.0,502.0,Raridade
6171,41269141,2021-03-05,2021-03-07,Itararé,APTO STUDIO Santos-São Vicente Vista ao mar,4,1,1,1,Wi-Fi,Vista para o mar,Permitido animais,Cozinha,4.88,44,112.0,284.0,Raridade
6172,40945881,2021-03-12,2021-03-14,Guarujá,"Guarujá, praia 1 quadra, Wi-Fi, ar Split - 1002",4,1,4,1,Piscina,Wi-Fi,Estacionamento gratuito,Ar-condicionado,4.83,41,210.0,479.0,Raridade
6173,38672853,2021-03-12,2021-03-14,Nova Mirim,Apto 74 pronto para oferecer o melhor pra você!,3,1,3,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.94,65,211.0,502.0,Raridade
6174,38621022,2021-03-19,2021-03-21,Casa inteira em Jardim Mar e Ceu,residêncial familiar em Guarujá,5,2,5,1,Wi-Fi,Estacionamento gratuito,Permitido animais,Cozinha,4.97,32,286.0,571.0,Novo preço mais baixo
6175,33075341,2021-03-19,2021-03-21,Barra Funda,"Kitnet Guarujá Centro, Pitangueiras",4,1,3,1,Elevador,Self check-In,Estacionamento gratuito,Cozinha,4.6,54,188.0,456.0,Novo preço mais baixo
6176,39216218,2021-03-05,2021-03-07, São Vicente,Kit Veraneio - Vista total para o mar,3,1,1,1,Piscina,Wi-Fi,Estacionamento gratuito,Ar-condicionado,4.96,52,121.0,342.0,Novo preço mais baixo
6177,47156952,2021-03-12,2021-03-14,Riviera de São Lourenço,APARTAMENTO/QUARTO ACONCHEGANTE EM RIVIERA.,5,1,4,1,Wi-Fi,Vista para as águas,Ar-condicionado,Estacionamento gratuito,4.67,6,410.0,819.0,Raridade
6178,30497949,2021-03-12,2021-03-14,Aviação,Aviação apartamento com vista e excelente ambiente,6,2,2,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.89,63,136.0,422.0,Raridade
6179,45378377,2021-03-26,2021-03-28,República,Studio Mobiliado na República em Prédio Icônico!,2,1,1,1,Wi-Fi,Academia,Self check-In,Secadora,4.88,26,119.0,333.0,Raridade
6180,17419609,2021-03-26,2021-03-28,São Sebastião,Juquehy loft 1,4,Estúdio,1,1,Wi-Fi,Ar-condicionado,Cozinha,Secadora,4.83,111,238.0,605.0,Raridade
6181,33075341,2021-03-12,2021-03-14,Barra Funda,"Kitnet Guarujá Centro, Pitangueiras",4,1,3,1,Cozinha,Estacionamento gratuito,Elevador,Máquina de Lavar,4.6,54,188.0,456.0,Novo preço mais baixo
6184,22469373,2021-03-05,2021-03-07,Vila Assuncao,Apto - Temporada - Praia Grande,6,1,6,1,Wi-Fi,Cozinha,Estacionamento gratuito,Elevador,4.59,39,103.0,205.0,Novo preço mais baixo
6185,38842222,2021-03-19,2021-03-21,São Vicente,Flat em Apart Service c/Lazer e Serviços Diários-2,3,Estúdio,1,1,Piscina,Wi-Fi,Estacionamento gratuito,Ar-condicionado,4.42,19,149.0,297.0,Raridade
6187,44642259,2021-03-05,2021-03-07,Guilhermina,"Apto c/vista pro Mar Praia Grande, 2 vagas garagem",6,2,7,3,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.96,26,237.0,593.0,Raridade
6188,20774709,2021-03-26,2021-03-28,"Guarujá, Pitangueiras Centro",Guarujá Centro Pitangueiras Wi-Fi,4,1,3,1,Elevador,Self check-In,Estacionamento gratuito,Permitido animais,4.49,98,188.0,456.0,Novo preço mais baixo
6189,45605033,2021-03-26,2021-03-28,Anchieta,LOFT Moderno Sao Bernardo do Campo,2,1,1,1,Wi-Fi,Academia,Self check-In,Cozinha,4.88,8,160.0,320.0,Raridade
6190,36550628,2021-03-05,2021-03-07,Gonzaga,Flat Estanconfor Santos - uma quadra da praia,4,1,2,1,Piscina,Wi-Fi,Estacionamento gratuito,Ar-condicionado,4.98,51,263.0,605.0,Raridade
6191,21987927,2021-03-19,2021-03-21,Indaiá,"Bertioga, Indaiá, Condomínio de frente para o Mar",6,2,2,2,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.83,30,585.0,1.369,Novo preço mais baixo
6192,46261182,2021-03-26,2021-03-28,Casa inteira em Maitinga,Casa do Sol - Bertioga - 50m da Praia,10,3,9,3 e meio,Wi-Fi,Self check-In,Lava-louças,Ar-condicionado,5.0,8,414.0,1.0270000000000001,Novo preço mais baixo
6194,46821448,2021-03-12,2021-03-14,Praia da Enseada,COMPLETO DE FRENTE PRO MAR - BERTIOGA,4,1,2,2,Wi-Fi,Ar-condicionado,Piscina,Cozinha,5.0,8,523.0,1.175,Raridade
6195,36033418,2021-03-19,2021-03-21,Santos,Flat Estanconfor Santos com Jacuzzi privativa !,4,1,2,1,Elevador,Wi-Fi,Academia,Self check-In,4.83,48,415.0,908.0,Raridade
6197,33166995,2021-03-26,2021-03-28,Embaré,Kit aconchegante com ar condicionado e wi_fi,3,Estúdio,2,1,Elevador,Wi-Fi,Ar-condicionado,Estacionamento gratuito,4.88,32,149.0,297.0,Novo preço mais baixo
6198,39499342,2021-03-05,2021-03-07,Praia Grande,"Apartamento 1 dormitório no Boqueirão com Piscina, 50 metros da Praia",4,1,3,1,Piscina,Wi-Fi,Estacionamento gratuito,Ar-condicionado,5.0,18,184.0,488.0,Novo preço mais baixo
6199,45174339,2021-03-26,2021-03-28,Riviera de São Lourenço,Apartamento acolhedor na Riviera de São Lourenço,5,1,3,1,Wi-Fi,Ar-condicionado,Estacionamento gratuito,Cozinha,4.77,26,365.0,730.0,Raridade
6200,44642259,2021-03-05,2021-03-07,Guilhermina,"Apto c/vista pro Mar Praia Grande, 2 vagas garagem",6,2,7,3,Elevador,Wi-Fi,Vista para o mar,Ar-condicionado,4.96,26,237.0,593.0,Novo preço mais baixo
6202,35417843,2021-03-19,2021-03-21,Riviera de São Lourenço,Apartamento com serviço de praia,4,1,2,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.66,67,377.0,753.0,Raridade
6203,47029113,2021-03-05,2021-03-07,Casa inteira em Enseada I,Loft na praia,3,1,3,1,Wi-Fi,Self check-In,Ar-condicionado,Estacionamento gratuito,5.0,13,126.0,312.0,Raridade
6204,15313553,2021-03-12,2021-03-14,Guarujá,Apartamento espaçoso na vx f 3zx00 m do m,4,2,5,2,Cozinha,Estacionamento gratuito,Elevador,Self check-In,4.78,157,163.0,445.0,Raridade
6205,31185419,2021-03-19,2021-03-21,Casa de hóspedes inteira em Bertioga,Casa Temporada em Boracéia C/ Piscina-Casa Térrea,6,2,4,1,Wi-Fi,Piscina,Cozinha,Permitido animais,4.74,32,232.0,514.0,Raridade
6206,45362756,2021-03-26,2021-03-28,Sé,"Suíte com Sacada no 24º Andar, Wi-Fi & Cama Queen!",2,1,1,1,Elevador,Wi-Fi,Academia,Self check-In,4.86,64,99.0,283.0,Raridade
6207,38672853,2021-03-26,2021-03-28,Nova Mirim,Apto 74 pronto para oferecer o melhor pra você!,3,1,3,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.94,65,211.0,502.0,Raridade
6208,20774709,2021-03-26,2021-03-28,"Guarujá, Pitangueiras Centro",Guarujá Centro Pitangueiras Wi-Fi,4,1,3,1,Cozinha,Estacionamento gratuito,Permitido animais,Elevador,4.49,98,188.0,456.0,Novo preço mais baixo
6210,40222606,2021-03-19,2021-03-21,Luz,"Apto próximo Rod. Tietê, Expo Center N. e Anhembi",2,1,1,1,Elevador,Wi-Fi,Academia,Self check-In,4.93,16,96.0,262.0,Raridade
6211,37617267,2021-03-26,2021-03-28,Guarujá,FLAT 01 QUADRA DA PRAIA PITANGUEIRAS - BOULEVARD 1812,4,1,3,1,Ar-condicionado,Piscina,Estacionamento gratuito,Elevador,4.72,32,226.0,452.0,Raridade
6213,39414812,2021-03-05,2021-03-07,Bertioga,Apartamento Entremares - Lindo e confortável!,7,2,4,2,Elevador,Wi-Fi,Academia,Ar-condicionado,5.0,22,496.0,1.141,Novo preço mais baixo
6215,39084307,2021-03-12,2021-03-14,Casa inteira em Jd Neptunia,"Ar condicionado, Wi-Fi, Smart TV com todo conforto",6,2,5,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.94,35,376.0,902.0,Novo preço mais baixo
6216,42927970,2021-03-05,2021-03-07,Centro,"Excelente apartamento no guaruja,no centro",6,1,3,1,Ar-condicionado,Piscina,Cozinha,Estacionamento gratuito,5.0,9,234.0,468.0,Novo preço mais baixo
6217,46395314,2021-03-12,2021-03-14,Casa inteira em Loteamento Costa do Sol,Casa aconchegante na praia com muito verde .,6,2,2,2,Wi-Fi,Estacionamento gratuito,Permitido animais,Cozinha,4.9,10,594.0,1.367,Raridade
6218,31526456,2021-03-12,2021-03-14,Casa inteira em Morada da Praia,Edicula Completa na Morada da Praia.,6,1,2,2,Wi-Fi,Lava-louças,Ar-condicionado,Permitido animais,4.83,24,546.0,1.251,Raridade
6220,45067470,2021-02-19,2021-02-21,Parque Balneario Oasis,Pousada Suíte p/3 c/Ar Cond e Piscina -100m do mar,3,1,2,1 privado,Wi-Fi,Ar-condicionado,Piscina,Estacionamento gratuito,4.88,16,145.0,340.0,Raridade
6221,33871243,2021-02-19,2021-02-21,Casa inteira em Cibratel I,Cantinho de Ita,4,1,3,1,Wi-Fi,Ar-condicionado,Cozinha,Permitido animais,4.59,34,149.0,417.0,Raridade
6223,41130504,2021-02-19,2021-02-21,Parque Balneario Oasis,Pousada Suíte p/3 c/Ar Cond e Piscina -100m do mar,3,1,2,1 privado,Wi-Fi,Ar-condicionado,Piscina,Estacionamento gratuito,4.91,35,145.0,340.0,Raridade
6224,47076927,2021-02-26,2021-02-28,Casa inteira em Cibratel II,Nova 3 Quartos e Piscina - Capacidade 10 Pessoas.,12,3,9,2,Piscina,Estacionamento gratuito,Wi-Fi,Cozinha,4.86,7,338.0,776.0,Raridade
6226,22868881,2021-02-26,2021-02-28,Nova Mirim,Apartamento Na Ocian com *WiFi e vaga de garagem!,6,1,3,1,Wi-Fi,Vista para o mar,Elevador,Self check-In,4.89,46,200.0,399.0,Raridade
6227,16000395,2021-02-19,2021-02-21,Casa inteira em Itanhaém,ROTA DO SOL! Wi-Fi 120 Mega 300 metros da praia!,12,3,10,3,Piscina,Estacionamento gratuito,Wi-Fi,Cozinha,4.81,52,713.0,1.426,Novo preço mais baixo
6228,13436777,2021-02-19,2021-02-21,Casa inteira em Juquitiba,"Sitio La Vienroça, Mata Atlantica, Juquitiba",6,3,6,1,Wi-Fi,Vista para as águas,Piscina,Cozinha,4.85,59,467.0,1.084,Raridade
6229,30524886,2021-02-19,2021-02-21,Morumbi,ADD405 Puro charme ao lado do Cons.Americano,2,1,2,1,Wi-Fi,Elevador,Academia,Ar-condicionado,4.56,39,158.0,466.0,Novo preço mais baixo
6230,31212229,2021-02-19,2021-02-21,Gaivota - Praia,Casa à 100 metros do mar com wifi,12,1,10,1 privado,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.33,6,182.0,514.0,Novo preço mais baixo
6231,33346325,2021-02-26,2021-02-28,Quarto de albergue em Vila São Paulo,Aloha Hostel 300m da praia do centro!,4,1,3,1 privado,Wi-Fi,Cozinha,Estacionamento gratuito,Máquina de Lavar,4.94,16,206.0,411.0,Novo preço mais baixo
6232,45063145,2021-02-26,2021-02-28,Vila Andrade,"Loft Moderno, Completo e aconchegante.",2,1,1,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.78,9,124.0,397.0,Raridade
6233,20814176,2021-02-19,2021-02-21,Vila Andrade,The Hill Residence - Rent Apartment Morumbi,4,1,2,2,Piscina,Estacionamento gratuito,Wi-Fi,Cozinha,4.44,165,177.0,354.0,Raridade
6234,41062060,2021-02-19,2021-02-21,Casa inteira em Vila Peruibe,Condomínio Bonganville 3,10,3,7,2,Piscina,Estacionamento gratuito,Wi-Fi,Cozinha,4.53,30,457.0,913.0,Raridade
6236,29394639,2021-02-19,2021-02-21,Indianópolis,Flat Mercure Times Square Garden Front Metrô Moema,3,1,1,1,Piscina,Estacionamento gratuito,Wi-Fi,Cozinha,4.9,121,147.0,294.0,Raridade
6238,22883830,2021-02-26,2021-02-28,Vila Olímpia,Luxury Duplex Vila Olimpia,2,1,1,2,Wi-Fi,Elevador,Secadora,Academia,5.0,35,351.0,902.0,Raridade
6240,47536057,2021-02-26,2021-02-28,Cidade Ocian,Vista para o mar Pé  na areia,6,2,3,2,Wi-Fi,Ar-condicionado,Máquina de Lavar,Cozinha,5.0,5,241.0,482.0,Raridade
6242,39392052,2021-02-26,2021-02-28,Casa inteira em Cibratel II,Linda casa com piscina-Cibratel - 500mt da praia,13,3,9,2 e meio,Wi-Fi,Máquina de Lavar,Piscina,Cozinha,4.92,25,559.0,1.2670000000000001,Raridade
6245,22197735,2021-02-19,2021-02-21,Praia Grande,*** Apartamento em Praia Grande Frente ao Mar ***,6,1,3,1,Wi-Fi,Cozinha,Estacionamento gratuito,Elevador,4.9,79,213.0,536.0,Novo preço mais baixo
6246,40673627,2021-02-26,2021-02-28,Casa inteira em Loty,Casa Inteira com piscina Vila Loty Itanhaém,16,1,1,2,Wi-Fi,Ar-condicionado,Máquina de Lavar,Piscina,4.86,21,336.0,671.0,Novo preço mais baixo
6247,45163925,2021-02-26,2021-02-28,Chalé inteiro em Vila Rita Soares,Chalé aconchegante com vista para o lago e Mata 2,4,1,2,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,5.0,17,272.0,593.0,Raridade
6249,44641452,2021-02-19,2021-02-21,Casa inteira em Savoy,Kit-net 6 pessoas pé na areia ot preço Itanhaem .,6,1,6,1,Vista para o mar,Cozinha,Estacionamento gratuito,Permitido animais,5.0,3,236.0,571.0,Novo preço mais baixo
6250,45361407,2021-02-19,2021-02-21,Saúde,TD77 Apartamento moderno na Saúde,3,1,2,1,Wi-Fi,Elevador,Secadora,Academia,4.67,21,132.0,394.0,Raridade
6251,47137619,2021-02-19,2021-02-21,Jardim Las Palmas,✔ Suíte Privada | AC | Piscina | 5 min da Praia,2,1,1,1 privado,Wi-Fi,Ar-condicionado,Máquina de Lavar,Piscina,4.91,11,240.0,479.0,Raridade
6253,40633504,2021-02-26,2021-02-28,Boqueirão,"#studio57 - A/C, WiFi, Piscina, Churrasq. e Vaga",4,Estúdio,1,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.94,64,273.0,625.0,Raridade
6256,40673627,2021-02-26,2021-02-28,Casa inteira em Loty,Casa Inteira com piscina Vila Loty Itanhaém,16,1,1,2,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.86,21,336.0,671.0,Novo preço mais baixo
6257,16815470,2021-02-26,2021-02-28,Praia Grande,Ap de 2 quartos frente pro mar com vista maravilhosa,7,2,4,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,3.25,4,192.0,483.0,Novo preço mais baixo
6258,24488673,2021-02-26,2021-02-28,Centro,1  dorm.São Vicente com ar condicionado,5,1,2,1,Wi-Fi,Ar-condicionado,Cozinha,Permitido animais,4.69,61,102.0,203.0,Novo preço mais baixo
6259,39056674,2021-02-19,2021-02-21,Casa inteira em Quinta do Guarau,Casa no centrinho do GUARAÚ.,5,2,4,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.96,45,287.0,673.0,Raridade
6261,3957295,2021-02-19,2021-02-21,Guarujá,"FLAT ☆2 qds da praia, piscina, limpeza s/ taxa☆",4,1,2,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.63,144,320.0,639.0,Raridade
6262,44641452,2021-02-19,2021-02-21,Casa inteira em Savoy,Kit-net 6 pessoas pé na areia ot preço Itanhaem .,6,1,6,1,Cozinha,Estacionamento gratuito,Permitido animais,Vista para o mar,5.0,3,236.0,571.0,Novo preço mais baixo
6263,45771317,2021-02-26,2021-02-28,Parque Balneario Oasis,"Suíte 1 Master Família varanda ""Nascer do Sol """,4,1,3,1 privado,Wi-Fi,Vista para o mar,Ar-condicionado,Piscina,5.0,3,226.0,511.0,Novo preço mais baixo
6265,44641452,2021-02-26,2021-02-28,Casa inteira em Savoy,Kit-net 6 pessoas pé na areia ot preço Itanhaem .,6,1,6,1,Vista para o mar,Cozinha,Estacionamento gratuito,Permitido animais,5.0,3,236.0,571.0,Novo preço mais baixo
6266,46743206,2021-02-26,2021-02-28,Vila Tupi,Lindo apartamento na praia da Praia Grande,4,1,2,1,Wi-Fi,Máquina de Lavar,Cozinha,Estacionamento gratuito,4.5,6,191.0,502.0,Raridade
6267,45787373,2021-02-26,2021-02-28,Vila Caiçara,"""Apto Novo, Varanda Gourmet e Vista para o Mar""",6,1,2,1,Wi-Fi,Vista para o mar,Self check-In,Vista para as águas,5.0,18,309.0,708.0,Raridade
6269,45771317,2021-02-26,2021-02-28,Parque Balneario Oasis,"Suíte 1 Master Família varanda ""Nascer do Sol """,4,1,3,1 privado,Wi-Fi,Ar-condicionado,Piscina,Vista para o mar,5.0,3,226.0,511.0,Novo preço mais baixo
6270,40842676,2021-02-19,2021-02-21,Praia Grande,Lindo Apartamento  - Ocian PG,4,1,1,1,Piscina,Estacionamento gratuito,Wi-Fi,Cozinha,4.68,19,264.0,628.0,Raridade
6271,47490820,2021-02-26,2021-02-28,Morumbi,"Brooklin Alto Padrão: Ar, TV a Cabo, Wifi 240GB",3,Estúdio,2,1,Piscina,Estacionamento gratuito,Wi-Fi,Cozinha,5.0,3,215.0,620.0,Raridade
6272,16000395,2021-02-26,2021-02-28,Casa inteira em Itanhaém,ROTA DO SOL! Wi-Fi 120 Mega 300 metros da praia!,12,3,10,3,Piscina,Estacionamento gratuito,Wi-Fi,Cozinha,4.81,52,713.0,1.426,Novo preço mais baixo
6275,47475890,2021-02-19,2021-02-21,Aviação,KitNet a 300 metros da Praia,6,1,2,1,Ar-condicionado,Cozinha,Estacionamento gratuito,Permitido animais,5.0,3,164.0,377.0,Raridade
6276,43066272,2021-02-26,2021-02-28,Itaim Bibi,#1305 - Cyclinn Iguatemi Itaim,4,1,3,1,Wi-Fi,Elevador,Self check-In,Ar-condicionado,4.93,14,214.0,427.0,Raridade
6277,21282060,2021-02-26,2021-02-28,Guarujá,"Ampla suite casal terraço vista p.mar , ar cond.",2,2,1,2,Vista para o mar,Self check-In,Ar-condicionado,Cozinha,4.63,43,130.0,410.0,Novo preço mais baixo
6280,41062060,2021-02-26,2021-02-28,Casa inteira em Vila Peruibe,Condomínio Bonganville 3,10,3,7,2,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.53,30,457.0,913.0,Raridade
6282,14980407,2021-02-19,2021-02-21,Itanhaém,Apartamento em Itanhaém - Praia dos Sonhos,6,2,3,1,Cozinha,Estacionamento gratuito,Permitido animais,Elevador,4.13,60,224.0,542.0,Raridade
6287,45067470,2021-02-26,2021-02-28,Parque Balneario Oasis,Pousada Suíte p/3 c/Ar Cond e Piscina -100m do mar,3,1,2,1 privado,Wi-Fi,Ar-condicionado,Piscina,Estacionamento gratuito,4.88,16,145.0,340.0,Raridade
6288,22587763,2021-02-19,2021-02-21,Casa inteira em Peruibe,"Sobrado em frente à praia Beira-mar, Peruíbe.Wi-Fi",10,2,4,1,Wi-Fi,Vista para o mar,Cozinha,Estacionamento gratuito,4.85,109,235.0,470.0,Raridade
6293,45696491,2021-02-19,2021-02-21,Casa inteira em Suarão,Casa condomínio prox. praia com piscina e churras,8,2,3,3,Piscina,Estacionamento gratuito,Wi-Fi,Cozinha,4.79,19,688.0,1.415,Raridade
6294,39216218,2021-02-26,2021-02-28, São Vicente,Kit Veraneio - Vista total para o mar,3,1,1,1,Cozinha,Elevador,Self check-In,Vista para o mar,4.96,52,116.0,331.0,Raridade
6296,45696491,2021-02-19,2021-02-21,Casa inteira em Suarão,Casa condomínio prox. praia com piscina e churras,8,2,3,3,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,4.79,19,688.0,1.415,Raridade
6298,45974609,2021-02-26,2021-02-28,Vila Caiçara,Apartamento Beira da Praia,8,2,2,2,Wi-Fi,Vista para o mar,Self check-In,Cozinha,5.0,9,165.0,399.0,Raridade
6300,40947313,2021-02-26,2021-02-28,Casa inteira em Balneário Garça Vermelha,"Casa do Guaraú
Duas suítes a 500metros da praia",6,2,3,3,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,5.0,16,319.0,787.0,Raridade
6302,16000395,2021-02-26,2021-02-28,Casa inteira em Itanhaém,ROTA DO SOL! Wi-Fi 120 Mega 300 metros da praia!,12,3,10,3,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,4.81,52,713.0,1.426,Novo preço mais baixo
6304,46642800,2021-02-19,2021-02-21,José Menino,Book Santos - Unlimited 3211 - No alto do Arranha Céus,4,1,2,1,Piscina,Estacionamento gratuito,Wi-Fi,Cozinha,4.88,8,341.0,812.0,Raridade
6306,45620462,2021-02-19,2021-02-21,Vila Balneária,Apartamento Praia Grande,4,2,3,2,Vista para o mar,Elevador,Vista para as águas,Cozinha,4.68,25,162.0,374.0,Raridade
6307,45569612,2021-02-26,2021-02-28,Vila Olímpia,SUPER OFERTA FLAT PERTO DA HÍPICA,2,1,2,1,Elevador,Academia,Ar-condicionado,Piscina,4.41,32,109.0,217.0,Raridade
6308,45740885,2021-02-26,2021-02-28,Ilha Porchat,"Ilha Porchat, com vista deslumbrante para o mar.",2,1,1,1,Wi-Fi,Vista para o mar,Cozinha,Estacionamento gratuito,5.0,13,293.0,685.0,Novo preço mais baixo
6309,45884578,2021-02-26,2021-02-28,Itararé,"Lindo Kit Novíssimo, Pé na Areia no Itararé.",2,Estúdio,4,1,Wi-Fi,Vista para o mar,Elevador,Vista para as águas,5.0,12,150.0,379.0,Novo preço mais baixo
6310,44860968,2021-02-26,2021-02-28,Centro,"Praia do Gonzaguinha, quintal de casa - SV",2,1,1,1,Wi-Fi,Self check-In,Cozinha,Estacionamento gratuito,5.0,12,108.0,285.0,Novo preço mais baixo
6311,40207948,2021-02-26,2021-02-28,Aviação,Apto locação Praia Grande (Aviação) WiFi - NetFlix,6,2,2,2,Piscina,Estacionamento gratuito,Wi-Fi,Cozinha,5.0,21,275.0,549.0,Raridade
6312,31831718,2021-02-26,2021-02-28,Aviação,Apê na Praia🏅Churrasco e Alegria td dia =D,6,1,2,2,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.91,55,212.0,573.0,Raridade
6313,22197735,2021-02-26,2021-02-28,Praia Grande,*** Apartamento em Praia Grande Frente ao Mar ***,6,1,3,1,Wi-Fi,Cozinha,Estacionamento gratuito,Elevador,4.9,79,213.0,536.0,Novo preço mais baixo
6314,18934264,2021-02-19,2021-02-21,Balneário Maracanã,Apto. (pé na areia) com Churrasqueira na sacada,6,1,1,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.8,25,421.0,842.0,Raridade
6317,45753750,2021-02-19,2021-02-21,Vila Caiçara,Apto com varanda de frente para o mar. A passos da praia!,6,3,4,2,Wi-Fi,Vista para o mar,Elevador,Máquina de Lavar,5.0,11,374.0,978.0,Raridade
